YAL007C	YAR002C-A	YGL200C
YBR193C	YER022W	YNR010W	YOL051W	YPR070W	YPR168W	YGL151W	YGR104C	
YBR193C	YER022W	YNR010W	YOL051W	YPR168W	YGL151W	YNL236W	YGR104C	
YER022W	YGL025C	YNR010W	YOL051W	YOR174W	YPR070W	YPR168W	YGL151W	
YER022W	YGL025C	YNR010W	YOL051W	YOR174W	YPR168W	YGL151W	YNL236W	
YER022W	YGL025C	YNR010W	YOL051W	YPR070W	YPR168W	YGL151W	YGR104C	
YER022W	YGL025C	YNR010W	YOL051W	YPR168W	YGL151W	YNL236W	YGR104C	
YPR080W	YDR347W	YHL004W	
YIL070C	YDR175C	YDR347W	YGR165W	YNL137C	YER050C	
YIL070C	YDR175C	YDR347W	YHL004W	YNL137C	YOR158W	YER050C	
YBR251W	YDR175C	YDR347W	YGR165W	YNL137C	YER050C	
YBR251W	YDR175C	YDR347W	YHL004W	YNL137C	YOR158W	YER050C	
YIL070C	YDR175C	YGR165W	YIL093C	YJR113C	YER050C	
YIL070C	YDR175C	YIL093C	YJR113C	YOR158W	YER050C	
YBR251W	YDR175C	YGR165W	YIL093C	YJR113C	YER050C	
YBR251W	YDR175C	YIL093C	YJR113C	YOR158W	YER050C	
YIL035C	YML069W	YGL207W	YOR061W	YBR279W	
YIL035C	YGL207W	YOR061W	YLR418C	YBR279W	
YGL106W	YBR109C	YCR008W	YOR326W	
YFR037C	YCR020W-B	YCR052W	YGR275W	YIL126W	YKR008W	YLR033W	YLR321C	YLR357W	YMR033W	YMR091C	YPR034W	
YFR037C	YCR020W-B	YCR052W	YIL126W	YKR008W	YLR033W	YLR321C	YLR357W	YML127W	YMR033W	YMR091C	YPR034W	
YFR037C	YCR052W	YIL126W	YKR008W	YLR033W	YLR321C	YLR357W	YML127W	YMR033W	YMR091C	YPR034W	YDR303C	
YLR347C	YNL189W	YOR001W	
YDR381W	YDR174W	YLR429W	YCR043C	
YDR381W	YCR009C	YLR429W	YCR043C	
YBR009C	YDR174W	YCR043C	YDL095W	
YBR009C	YBL002W	YCR043C	YDL095W	
YDR174W	YLR429W	YCR043C	YDL095W	
YCR009C	YDR388W	YLR429W	YCR043C	
YDR388W	YLR429W	YCR043C	YDL095W	
YBL075C	YCR043C	YDL095W	
YKL173W	YHR165C	YDR473C	YER172C	YGR091W	YFL018W-A	
YKL173W	YHR165C	YLR147C	YLR275W	YER172C	YFL018W-A	
YKL173W	YHR165C	YLR147C	YER172C	YGR091W	YFL018W-A	
YPR178W	YPR182W	YLR275W	YER172C	
YHR165C	YPR182W	YDR473C	YER172C	YGR091W	
YHR165C	YPR182W	YLR147C	YLR275W	YER172C	
YHR165C	YPR182W	YLR147C	YER172C	YGR091W	
YDL147W	YDR363W-A	YDR394W	YGL048C	YHR027C	YIL075C	YOR261C	YDL097C	YDR427W	YGR232W	
YDL147W	YDR363W-A	YER021W	YGL048C	YHR027C	YIL075C	YKL145W	YOR261C	YDL097C	YDR427W	YGR232W	
YDL147W	YDR363W-A	YGL048C	YHR027C	YIL075C	YOR117W	YOR261C	YDL097C	YDR427W	YGR232W	
YBL003C	YDL014W	YER147C	
YBL003C	YBR010W	YER147C	
YDL014W	YMR229C	YER147C	
YGR090W	YMR229C	YER147C	
YDR381W	YDR174W	YHR193C	
YDR381W	YHR193C	YNL088W	
YBL003C	YDR174W	YHR193C	
YBL003C	YHR193C	YNL088W	
YBR119W	YGR074W	YER029C	YKL012W	YLR147C	YDR240C	
YBR119W	YER029C	YKL012W	YLR147C	YDR240C	YLR298C	
YLR347C	YDR240C	YLR298C	
YGR074W	YPR182W	YER029C	YKL012W	YLR147C	YDR240C	
YDR381W	YDR174W	YDR283C	
YDR381W	YDR283C	YNR051C	
YLR150W	YDR283C	YNR051C	
YHR165C	YLR147C	YDR416W	
YDL014W	YLR197W	YOR310C	YER162C	
YBR193C	YDR308C	YER022W	YGL127C	YOL051W	YOR174W	YPR070W	YLR071C	
YBR193C	YDR308C	YER022W	YGL127C	YOL051W	YOR174W	YNL236W	YLR071C	
YBR193C	YER022W	YGL127C	YNR010W	YOL051W	YOR174W	YPR070W	YLR071C	
YBR193C	YER022W	YGL127C	YNR010W	YOL051W	YOR174W	YNL236W	YLR071C	
YBR193C	YER022W	YGL127C	YNR010W	YOL051W	YPR070W	YGR104C	YLR071C	
YBR193C	YER022W	YGL127C	YNR010W	YOL051W	YNL236W	YGR104C	YLR071C	
YNL137C	YOR158W	YER050C	YGR084C	
YKL173W	YDR473C	YLR438C-A	
YDR381W	YLR455W	YNL088W	
YBL003C	YIL035C	YML069W	YGL207W	YNL088W	
YBL003C	YML069W	YBL002W	YGL207W	YNL088W	
YBL003C	YBL002W	YIL076W	YNL088W	
YBL002W	YLR455W	YNL088W	
YNL232W	YNL088W	YOL021C	
YMR186W	YLR249W	YER148W	
YGL011C	YGR135W	YGR253C	YML092C	YMR314W	YOL038W	YOR362C	YBR173C	YER012W	YOR157C	
YBR079C	YER025W	YHL004W	
YOR361C	YER025W	YNR054C	
YDR381W	YDR174W	YLR429W	YBR159W	
YBL093C	YBR193C	YDR308C	YER022W	YGL127C	YOL051W	YOR174W	YPR168W	YNL236W	
YBL093C	YBR193C	YER022W	YGL127C	YNR010W	YOL051W	YOR174W	YPR168W	YNL236W	
YBL093C	YBR193C	YER022W	YGL127C	YNR010W	YOL051W	YPR168W	YNL236W	YGR104C	
YBL093C	YER022W	YGL025C	YGL127C	YNR010W	YOL051W	YOR174W	YPR168W	YNL236W	
YBL093C	YER022W	YGL025C	YGL127C	YNR010W	YOL051W	YPR168W	YNL236W	YGR104C	
YAR010C	YNR051C	YPR161C	
YLR150W	YLR398C	YGL173C	YGL213C	
YDL014W	YLR175W	YLR398C	
YDL014W	YLR398C	YGL213C	
YLR175W	YLR398C	YMR290C	
YLR175W	YLR398C	YGL173C	
YCR035C	YDR280W	YLR398C	
YDR381W	YKR048C	YHR013C	
YNL209W	YKR048C	YHR013C	
YDL150W	YNL113W	YOR210W	YPR110C	YPR187W	YOR116C	YOR207C	
YDL150W	YPR110C	YPR187W	YOR116C	YOL021C	
YDR381W	YGL120C	YNL308C	
YDR381W	YDL060W	YNL308C	
YDR381W	YNL308C	YGL213C	
YDL014W	YLR175W	YNL308C	YPR161C	
YDL014W	YGL120C	YNL308C	
YDL014W	YDL060W	YNL308C	YPR161C	
YDL014W	YNL308C	YGL213C	
YLR175W	YMR290C	YNL308C	
YKL018W	YGL014W	YNL317W	
YBL003C	YBR009C	YDR174W	YDR044W	
YBL003C	YBR009C	YBL002W	YDR044W	
YNL248C	YDR280W	YPR010C	
YLR150W	YNR051C	YPR161C	
YMR229C	YNR051C	YPR161C	
YLR150W	YHR090C	YNL136W	
YLR347C	YNL189W	YHR090C	YNL136W	
YNL209W	YHR121W	YMR031C	
YLR197W	YEL026W	YMR304W	
YBR119W	YER029C	YKL012W	YLR147C	YLR275W	YLR298C	
YLR347C	YNL189W	YLR298C	
YER029C	YOR159C	YKL012W	YLR147C	YLR275W	YLR298C	
YBL003C	YBR009C	YML069W	YBL002W	YGL207W	YNL030W	
YBL003C	YBR009C	YML069W	YGL207W	YNL030W	YNL031C	
YBL003C	YBR009C	YBL002W	YPL001W	YNL030W	
YBL003C	YBR009C	YPL001W	YNL030W	YNL031C	
YBL003C	YIL035C	YML069W	YGL207W	YNL030W	YNL031C	
YBR009C	YEL056W	YLL022C	YPL001W	YNL030W	YNL031C	
YBR009C	YJL115W	YNL030W	YNL031C	
YIL035C	YJL115W	YNL030W	YNL031C	
YNL209W	YKR048C	YOR081C	
YBR119W	YGR074W	YER029C	YKL012W	YLR147C	YLR275W	YFL018W-A	
YLR150W	YIL103W	YDL182W	
YLR429W	YIL103W	YJL138C	
YBR010W	YMR308C	YNL031C	
YBR193C	YER022W	YGL127C	YNR010W	YOL051W	YOR174W	YPR168W	YHR041C	
YBR193C	YER022W	YGL127C	YNR010W	YOL051W	YPR168W	YHR041C	YGR104C	
YEL056W	YHR041C	YGR104C	
YJR009C	YJL052W	YEL023C	
YJR009C	YJL052W	YOL013C	
YCL014W	YJL052W	YEL023C	
YEL037C	YDL007W	YDR363W-A	YDR394W	YFR004W	YHR027C	YHR200W	YIL075C	YDR427W	
YDL147W	YDL007W	YDR363W-A	YDR394W	YFR004W	YFR010W	YGL048C	YHR027C	YHR200W	YIL075C	YOR261C	YDL097C	YDR427W	YPR108W	
YEL037C	YDL007W	YDR363W-A	YFR004W	YHR027C	YHR200W	YIL075C	YOR117W	YDR427W	
YDL147W	YDL007W	YDR363W-A	YFR004W	YFR010W	YGL048C	YHR027C	YHR200W	YIL075C	YOR117W	YOR261C	YDL097C	YDR427W	YPR108W	
YDR381W	YHR066W	YOR206W	
YOR294W	YKR081C	YHR066W	YOR206W	
YDR381W	YLR429W	YMR229C	YGL252C	
YBL003C	YGL207W	YGL252C	YNL031C	
YDR388W	YLR429W	YGL252C	
YLR429W	YPL004C	YGR086C	YGL252C	
YLR429W	YGL252C	YNL031C	
YHR165C	YPR182W	YOR159C	YLR147C	YGR091W	
YHR165C	YOR159C	YLR147C	YGR091W	YFL018W-A	
YLR150W	YGR090W	YNL186W	
YBL093C	YER022W	YGL025C	YGL127C	YNR010W	YOL051W	YOR174W	YPR070W	YPR168W	
YBL093C	YER022W	YGL025C	YGL127C	YNR010W	YOL051W	YPR070W	YPR168W	YGR104C	
YBL093C	YBR193C	YER022W	YGL127C	YNR010W	YOL051W	YOR174W	YPR070W	YPR168W	
YBL093C	YBR193C	YER022W	YGL127C	YNR010W	YOL051W	YPR070W	YPR168W	YGR104C	
YBR009C	YBR010W	YJL115W	YNL031C	
YIL035C	YOR061W	YJL115W	YNL031C	
YBR109C	YJL115W	YNL031C	
YDR381W	YDR174W	YHR118C	
YOR294W	YHR118C	YKR081C	
YDL140C	YBR154C	YGL070C	YIL021W	YOL005C	YOR151C	YOR210W	YPR187W	
YDL140C	YBR154C	YGL070C	YIL021W	YOR151C	YPL129W	YPR187W	
YBL003C	YDR174W	YLR385C	
YBL003C	YBL002W	YLR385C	
YLR432W	YHL004W	YER050C	
YNL209W	YHR064C	YCL014W	
YDR388W	YCL014W	YPR161C	
YHR064C	YMR186W	YCL014W	
YEL037C	YDL007W	YDR363W-A	YFR004W	YHR027C	YHR200W	YIL075C	YOR259C	YDR427W	
YDL147W	YDL007W	YDR363W-A	YER021W	YFR004W	YFR010W	YFR052W	YGL048C	YHR027C	YHR200W	YIL075C	YOR259C	YOR261C	YDL097C	YDR427W	YPR108W	
YBR154C	YDL150W	YNL113W	YOR210W	YPR110C	YPR187W	YOR207C	
YOR294W	YKR081C	YGL213C	
YKL173W	YGR074W	YHR165C	YER029C	YLR147C	YLR275W	YFL018W-A	
YGR074W	YHR165C	YER029C	YOR159C	YLR147C	YLR275W	YFL018W-A	
YGR074W	YER029C	YOR159C	YKL012W	YLR147C	YLR275W	YFL018W-A	
YBL003C	YDR174W	YGR250C	
YBR009C	YDR174W	YBR010W	YLR320W	
YBR009C	YBL002W	YBR010W	YLR320W	
YDL014W	YLR197W	YLR320W	
YLR197W	YLR432W	YLR320W	
YAL007C	YBL003C	YBR009C	YDR174W	
YBL093C	YBR193C	YDR308C	YER022W	YGL127C	YOL051W	YOR174W	YPR070W	YPR168W	
YBR009C	YBR010W	YEL056W	YLL022C	YPL001W	YNL031C	
YDR388W	YLR429W	YLL022C	
YDR388W	YIL148W	YLL022C	
YLR429W	YLL022C	YNL031C	
YDL126C	YLL022C	YNL031C	
YGL106W	YPL004C	YMR309C	YGR086C	
YGL106W	YBR079C	YMR309C	
YLR197W	YPR178W	YEL026W	
YGR074W	YPR182W	YER029C	YOR159C	YKL012W	YLR147C	YLR275W	
YDR381W	YGL120C	YOR206W	
YLR150W	YGL120C	YOR206W	
YDL014W	YOR310C	YGL120C	YNR054C	
YDL014W	YGL120C	YOR206W	
YEL037C	YDL007W	YDR363W-A	YFR004W	YHR027C	YHR200W	YIL075C	YKL145W	YDR427W	
YDL147W	YDL007W	YDR363W-A	YER021W	YFR004W	YFR010W	YFR052W	YGL048C	YHR027C	YHR200W	YIL075C	YKL145W	YOR261C	YDL097C	YDR427W	YPR108W	
YLR455W	YMR229C	YMR290C	
YMR229C	YMR290C	YGR103W	
YDR381W	YLR429W	YMR240C	
YDR381W	YDL043C	YMR240C	
YLR150W	YDL043C	YMR240C	
YGR074W	YER029C	YLR147C	YLR275W	YDL043C	YMR240C	
YLR150W	YPL146C	YPR175W	YGR090W	
YLR150W	YPL146C	YGR090W	YDL060W	
YLR150W	YPL146C	YDL060W	YPR161C	
YDR381W	YDR174W	YDL182W	YMR229C	
YDR381W	YKR048C	YDL182W	
YGR074W	YHR165C	YPR182W	YER029C	YOR159C	YLR147C	YLR275W	
YDR381W	YDR174W	YOL004W	
YCR009C	YDR388W	YLR429W	YCR008W	
YCR009C	YLR429W	YGR086C	YCR008W	
YCR009C	YLR429W	YCR008W	YMR229C	
YDR388W	YGL106W	YLR429W	YCR008W	
YGL106W	YLR429W	YPL004C	YGR086C	YCR008W	
YLR197W	YCR008W	YLR175W	
YCR008W	YKR081C	YMR229C	
YDR381W	YDR174W	YDL043C	
YDL014W	YDL060W	YNR054C	
YBL003C	YBR009C	YDR174W	YIL076W	
YBL003C	YBR009C	YBL002W	YIL076W	
YDR174W	YLR429W	YIL076W	
YBL003C	YDR174W	YDL208W	
YBL003C	YDL014W	YDL208W	
YBL003C	YDL014W	YIL043C	
YDR381W	YAL027W	YCR009C	YLR429W	
YAL027W	YCR009C	YDR388W	YLR429W	
YAL027W	YDR388W	YGL106W	YLR429W	
YAL027W	YGL106W	YLR429W	YPL004C	
YBL003C	YIL035C	YML069W	YGL207W	YOR061W	YNL031C	
YDR381W	YDR174W	YLR455W	YMR229C	
YDR381W	YLR455W	YMR229C	YOR206W	
YLR150W	YLR455W	YOR206W	
YDL014W	YLR197W	YOR310C	YLR455W	
YDL014W	YLR455W	YMR229C	YOR206W	
YOR294W	YLR455W	YMR229C	YOR206W	
YOR310C	YLR455W	YNL248C	
YLR150W	YBL093C	YBR193C	YGL127C	
YBL093C	YHR121W	YPR168W	
YLR150W	YGL207W	YLR418C	
YOR294W	YKR081C	YJL050W	
YDL014W	YMR229C	YGR103W	
YOR294W	YKR081C	YMR229C	YGR103W	
YLR347C	YNL189W	YGR103W	
YPR178W	YPR182W	YER029C	YLR275W	
YBR009C	YDR174W	YGR275W	
YBR009C	YBL002W	YGR275W	
YLR150W	YGR090W	YOR206W	
YDR381W	YJL033W	YDR365C	
YDL014W	YJL033W	YDR365C	
YDL014W	YDR365C	YNR054C	
YDR388W	YJL033W	YDR365C	
YOR294W	YJL033W	YDR365C	
YDL014W	YLR197W	YOR310C	YNR054C	
YDL014W	YLR197W	YOR310C	YPR178W	
YLR197W	YOR310C	YNL189W	
YOR310C	YPR178W	YNL248C	
YLR347C	YNL189W	YOL051W	
YDR381W	YCR009C	YLR429W	YMR229C	
YCR009C	YDR388W	YLR429W	YPR161C	
YCR009C	YDR388W	YIL148W	YEL037C	
YCR009C	YLR429W	YMR229C	YPR161C	
YDL126C	YOR174W	YPR168W	
YDL126C	YPR168W	YGR104C	
YMR186W	YJR009C	YOL013C	
YDR174W	YPR175W	YGR090W	
YDR174W	YGR090W	YMR229C	
YOR294W	YFR004W	YDR427W	
YDR381W	YDR174W	YLR429W	YJL033W	
YBL003C	YDR174W	YJL033W	YPR161C	
YBL003C	YDL014W	YJL033W	YPR161C	
YDR174W	YLR429W	YJL033W	YPR161C	
YDR174W	YPR175W	YJL033W	
YLR150W	YPR175W	YJL033W	
YLR150W	YJL033W	YPR161C	
YDL014W	YLR197W	YJL033W	
YDR388W	YGL106W	YLR429W	YJL033W	
YDR388W	YLR429W	YJL033W	YPR161C	
YOR294W	YKR081C	YJL033W	YPR161C	
YOR294W	YKR081C	YMR229C	YPR161C	
YLR150W	YGL173C	YPR161C	
YPL004C	YGR086C	YGL173C	
YPL004C	YGL173C	YPR161C	
YNL113W	YNL248C	YPR161C	
YBL003C	YIL148W	YJL138C	
YJL138C	YLR249W	YOL013C	
YBL003C	YBR009C	YDR174W	YDL095W	
YBL003C	YBR009C	YBL002W	YDL095W	
YLR429W	YPL004C	YDL095W	
YBL003C	YBR009C	YDR174W	YBR010W	YNL031C	
YBL003C	YBR009C	YML069W	YGL207W	YBR010W	YNL031C	
YBL003C	YBR009C	YBR010W	YPL001W	YNL031C	
YLR197W	YLR347C	YNL189W	
YBL003C	YBR009C	YBL002W	YBR010W	YPL001W	
YDR381W	YLR429W	YFR010W	
YDR388W	YLR429W	YFR010W	
YBL003C	YBR009C	YML069W	YBL002W	YGL207W	YBR010W	
YBL003C	YML069W	YBL002W	YGL207W	YKR048C	YBR010W	
YML069W	YGL207W	YOL013C	
YML069W	YLR249W	YOL013C	
YLR429W	YPL004C	YPR161C	
YGL106W	YEL037C	YBR109C	
YBL003C	YBL002W	YJR010C-A	
YMR186W	YLR249W	YOL013C	
YBR009C	YBR010W	YIL070C	
YBL003C	YNL209W	YKR048C	
YDR381W	YDR174W	YLR429W	YMR229C	
YDR174W	YLR429W	YMR229C	YPR161C	
YDR381W	YLR429W	YIL070C	
YDR381W	YLR429W	YKR048C	
