YAL007C	YAR002C-A	YGL200C
YGL106W	YDR171W	YBR169C	YBR218C	
YPL001W	YDR121W	YNL262W	
YDR121W	YBR278W	YNL262W	YPR175W	
YDR381W	YGL049C	YDR346C	
YDR381W	YBR247C	YDR346C	
YDR381W	YDR346C	YKL104C	
YLR347C	YDR346C	YOR057W	
YBL058W	YDL126C	YDR295C	
YDL126C	YDR295C	YNL031C	
YBR079C	YMR309C	YDL084W	
YCL011C	YDL084W	YDR138W	YML062C	YNL139C	
YOR261C	YDR363W-A	YDL147W	YDL007W	YFR010W	YGL048C	YHR027C	YHR200W	YIL075C	YLR421C	YDL097C	YDR427W	
YLR175W	YDL040C	YHR089C	YNL308C	YCL059C	YGL078C	
YLR175W	YHR089C	YNL308C	YPL009C	YCL059C	
YLR175W	YHR089C	YNL308C	YCL059C	YGL078C	YDL208W	
YHR089C	YNL308C	YCL059C	YDL060W	
YCL059C	YDL060W	YNR054C	
YLR147C	YDL043C	YDL030W	YJL203W	
YOR261C	YDR363W-A	YFR052W	YDL030W	
YDR381W	YDL019C	YLR386W	
YDR381W	YDL182W	YDL070W	
YEL026W	YGR086C	YDL070W	
YBL003C	YIL035C	YOR061W	YDL070W	
YBL003C	YNL209W	YDL070W	
YBL003C	YLR399C	YDL070W	
YBR119W	YOR159C	YGR074W	YLR147C	YKL012W	YLR275W	YDL087C	YLR298C	
YBR119W	YOR159C	YLR147C	YIL061C	YKL012W	YLR275W	YDL087C	YLR298C	
YBR119W	YOR159C	YLR147C	YIL061C	YKL012W	YML046W	YDL087C	YLR298C	
YBR119W	YGR074W	YGR013W	YKL012W	YLR275W	YDL087C	YLR298C	
YBR119W	YGR013W	YIL061C	YKL012W	YLR275W	YDL087C	YLR298C	
YBR119W	YGR013W	YIL061C	YKL012W	YML046W	YDL087C	YLR298C	
YDR381W	YKR048C	YDL092W	YGR245C	
YDR381W	YLR398C	YDL092W	
YML105C	YLR398C	YDL092W	
YBR109C	YKL122C	YKL129C	
YLR200W	YJL041W	YEL003W	YGR078C	YNL153C	
YJL050W	YJL041W	YGR078C	
YPL146C	YDL134C	YLR429W	YOL098C	
YBR109C	YGL106W	YLR429W	YPR171W	YOL098C	
YCR009C	YDR388W	YGL106W	YLR429W	YOL098C	
YDR388W	YGL106W	YLR429W	YPR171W	YOL098C	
YDR388W	YDR129C	YOL098C	
YKL191W	YIL103W	YDR165W	
YFR053C	YDR165W	YGL253W	
YDR087C	YGL106W	YDL240W	
YGL106W	YGR086C	YPL004C	YDL240W	
YOL041C	YPL009C	YDL240W	
YPL009C	YCR016W	YDL240W	
YGL049C	YJL138C	YOL139C	YKR059W	YGR162W	
YDR075W	YJL138C	YKR059W	
YJL138C	YKR059W	YOL013C	
YJL080C	YKR059W	YOL013C	
YBR251W	YDR175C	YDR347W	YGR165W	YIL093C	YDR124W	YOR158W	
YFR053C	YGL253W	YLR231C	
YDR381W	YDR174W	YJL033W	YLR442C	
YDR381W	YGL122C	YLR442C	
YBL003C	YDR174W	YJL033W	YLR442C	
YDR381W	YKR092C	YDR398W	
YDR381W	YJL109C	YDR398W	YGR128C	YHR196W	
YDR381W	YNR051C	YDR398W	
YKR092C	YEL055C	YDR398W	YMR093W	
YEL055C	YJL109C	YDR324C	YDR398W	YGR128C	YHR196W	YMR093W	YPL126W	
YPR178W	YGR128C	YPL126W	
YER151C	YPL126W	YMR173W	
YDR365C	YIL069C	YNR054C	
YDR388W	YLR429W	YDR517W	
YDR381W	YKR092C	YNL049C	
YEL026W	YKR092C	YNL049C	
YBR079C	YOR361C	YNL049C	
YNL209W	YDR099W	YGR097W	
YGL011C	YGR135W	YGR097W	
YDR099W	YER177W	YGR097W	
YDR388W	YGL106W	YLR319C	
YDR388W	YGL070C	YLR319C	
YGL106W	YOR326W	YLR319C	
YGL106W	YPL004C	YLR319C	
YPL004C	YHR027C	YLR319C	
YOR001W	YDL111C	YDR280W	YNL232W	YOL021C	YGR095C	YHR069C	YNR024W	
YOR001W	YDL111C	YDR280W	YNL232W	YOL021C	YHR069C	YNR024W	YGR158C	
YOR001W	YDR280W	YNL232W	YHR081W	YOL021C	YHR069C	YNR024W	YGR158C	
YBR198C	YDR167W	YGL112C	YGR274C	YMR005W	YML098W	
YMR005W	YER148W	YML098W	
YJL148W	YBR154C	YDR156W	YNL113W	YNL248C	YOR210W	YOR340C	YOR341W	YPR110C	YPR010C	YJR063W	
YJL148W	YBR154C	YNL113W	YNL248C	YOR210W	YOR340C	YOR341W	YPR110C	YPR187W	YPR010C	YJR063W	
YCR009C	YDR388W	YLR429W	YPR093C	
YDR388W	YMR186W	YPR093C	
YDL140C	YJL168C	YPR093C	
YBR109C	YLR429W	YLL060C	
YIL148W	YJL052W	YLL060C	
YBR011C	YLR258W	YLL060C	
YBR251W	YDR175C	YGR165W	YHL004W	YNR036C	
YBR251W	YDR175C	YGR165W	YIL093C	YJR113C	YNR036C	
YLR347C	YDL215C	YOL126C	
YOR261C	YDR363W-A	YDL147W	YER021W	YFR004W	YDR427W	YOR209C	
YDR363W-A	YOR257W	YOR209C	
YDR381W	YLR085C	YGL252C	
YDR381W	YLR085C	YKL023W	
YAL011W	YDR334W	YDR485C	YLR085C	YML041C	YLR385C	
YLR085C	YML041C	YGL252C	
YAL043C	YBL076C	YDL147W	
YBL076C	YDL147W	YFR052W	
YAL043C	YER133W	YGR156W	YJR093C	YKL018W	YNL317W	
YLR153C	YPR074C	YDR172W	
YNL246W	YHR165C	YLL002W	
YNL209W	YBL071W-A	YOR133W	
YDR385W	YDR075W	YOR133W	
YDR385W	YBL071W-A	YIL103W	YOR133W	
YDR385W	YOR133W	YIR007W	
YDR385W	YOR133W	YOL013C	
YGR002C	YJL081C	YDL076C	YNL107W	YOR244W	YPR023C	
YLR347C	YNL189W	YDL076C	YPR023C	
YNL189W	YDL076C	YOL004W	YPR023C	
YBR079C	YOR361C	YDR429C	YMR146C	YMR309C	
YDR385W	YIL103W	YML028W	
YDR385W	YML028W	YNL250W	
YDR385W	YML028W	YJL033W	
YBR079C	YML028W	YNL250W	
YOR310C	YOR093C	YPR144C	
YNL189W	YMR125W	YBR084W	
YOR361C	YBR084W	YBR169C	
YGL207W	YMR125W	YBR084W	
YGL207W	YBR084W	YLR033W	
YEL037C	YLL050C	YNL138W	
YLR432W	YML056C	YLR187W	
YLR150W	YNL209W	YJR094W-A	
YLR150W	YBR175W	YJR094W-A	
YLR150W	YDL182W	YJR094W-A	
YLR150W	YJR094W-A	YIL043C	
YLR150W	YJR094W-A	YJR010C-A	
YNL209W	YKR048C	YJR094W-A	
YKR048C	YDL182W	YJR094W-A	
YHR193C	YPL037C	YDR221W	
YBR278W	YCL032W	YNL262W	YPR175W	
YDR507C	YKR048C	YDL225W	
YLR314C	YDL225W	YJL033W	
YKR048C	YCL014W	YDL225W	
YDR322W	YNL005C	YDR405W	
YDR322W	YCR071C	YDR405W	
YNL189W	YOR001W	YCR035C	YDL111C	YOL021C	YGR095C	YHR069C	
YOR001W	YCR035C	YDL111C	YDR280W	YNL232W	YOR076C	YOL021C	YGR095C	YHR069C	
YOR001W	YCR035C	YDL111C	YDR280W	YNL232W	YOR076C	YOL021C	YHR069C	YGR158C	
YDR174W	YGL058W	YDL074C	
YDR129C	YMR104C	YKL126W	
YEL026W	YJL033W	YDR363W	
YEL026W	YDR363W	YLL002W	
YBL003C	YJL033W	YDR363W	
YGL106W	YJL052W	YDR363W	
YGL106W	YBR079C	YDR363W	
YGL106W	YBR169C	YDR363W	
YGL106W	YJL033W	YDR363W	
YJL052W	YDR363W	YLL002W	
YLR200W	YGR078C	YLR258W	
YBL003C	YOR061W	YEL012W	
YCR009C	YDR388W	YIL148W	YJL084C	
YIL148W	YDR099W	YJL084C	
YDL014W	YPL037C	YNL168C	
YBL041W	YGR253C	YMR314W	YOL038W	YNL168C	
YGR275W	YMR033W	YPR034W	YOR290C	YPL016W	YJL176C	
YDR087C	YER162C	YJL154C	
YDR385W	YPR080W	YIR007W	
YDR385W	YMR186W	YIR007W	YLR027C	
YMR186W	YLL026W	YIR007W	
YDL014W	YLR175W	YLR197W	YJL095W	
YNL209W	YPL004C	YJL095W	
YLR197W	YLR347C	YJL095W	
YLR347C	YIL156W	YJL095W	
YEL056W	YPL001W	YML131W	
YLR150W	YPL146C	YNL110C	YNR053C	
YLR150W	YOR206W	YNL110C	
YPL146C	YKL172W	YNL110C	
YOR206W	YOR294W	YKR081C	YNL110C	
YOR294W	YHR052W	YNL110C	
YOR294W	YKR081C	YNL110C	YNR053C	
YPR169W	YKR081C	YNL110C	
YER006W	YNL110C	YNR053C	
YDR362C	YGR047C	YDR174W	
YDR362C	YGR047C	YDR087C	
YGR047C	YDR388W	YGR086C	YMR086W	
YGR047C	YGR086C	YPL004C	YMR086W	
YIL035C	YBR231C	YDR334W	
YAL011W	YBR231C	YDR190C	YDR334W	YDR485C	YJL081C	YML041C	YPL235W	YLR385C	
YAL011W	YBR231C	YDR190C	YDR334W	YGR002C	YJL081C	YPL235W	YLR385C	
YBR231C	YDR334W	YDR485C	YJL081C	YML041C	YLR385C	YNL107W	
YBR231C	YDR334W	YGR002C	YJL081C	YLR385C	YNL107W	
YBR231C	YGR002C	YJL081C	YPL235W	YLR399C	YLR385C	
YBL003C	YBR010W	YAL011W	YDR485C	
YBL003C	YAL011W	YDR485C	YJL081C	YLR385C	
YAL011W	YDR190C	YDR334W	YDR485C	YPL235W	YGR086C	
YDR334W	YDR485C	YGR086C	YNL107W	
YIL105C	YGR135W	YOL038W	
YDR381W	YLR429W	YIR010W	
YDR388W	YLR429W	YIR010W	
YDR388W	YIR010W	YDR129C	
YDL199C	YBL026W	YGR074W	
YDL199C	YJL168C	YIL144W	
YBR175W	YLR015W	YPL138C	YGL014W	YKL018W	
YBR175W	YPL138C	YHR029C	YKL018W	
YAR073W	YLR432W	YLR320W	
YAR073W	YLR432W	YER147C	
YAR073W	YLR432W	YIL043C	
YAR073W	YML056C	YOL004W	
YDL014W	YHL034C	YOR243C	
YBR009C	YBR010W	YML069W	YGL207W	YOL006C	
YBR009C	YBR010W	YBR245C	YOL006C	
YBR009C	YOL006C	YIL043C	
YOL006C	YJL033W	YPR161C	
YDR381W	YPL004C	YOR046C	
YDR381W	YOR046C	YFR010W	
YIL148W	YPL004C	YOR046C	
YIL148W	YBR058C	YOR046C	
YPL004C	YOR046C	YKL142W	
YBR058C	YDL182W	YOR198C	
YBR058C	YLR320W	YOR198C	
YOR198C	YJL033W	YPR161C	
YOR198C	YDL060W	YPR161C	
YOR198C	YPR161C	YGL099W	
YBR175W	YLR249W	YMR083W	YJL138C	
YLR249W	YMR083W	YDL095W	
YLR249W	YMR083W	YKL212W	
YIL103W	YMR083W	YJL138C	
YMR083W	YJL138C	YLR027C	
YEL026W	YBR087W	YMR031C	
YBR010W	YLR150W	YBR087W	
YBR010W	YBR087W	YMR031C	
YIL035C	YNL088W	YBR088C	
YLR150W	YEL015W	YER035W	
YEL015W	YER112W	YJL124C	YNL147W	YLR438C-A	
YDL215C	YBR107C	YDR254W	
YBR119W	YOR159C	YLR147C	YPR182W	YIL061C	YKL012W	YML046W	YDR240C	
YBR119W	YOR159C	YLR147C	YIL061C	YKL012W	YML046W	YDR240C	YLR298C	
YBR119W	YPR182W	YGR013W	YIL061C	YKL012W	YML046W	YDR240C	
YOR159C	YKL012W	YML046W	YDR240C	YDR515W	
YPL004C	YMR186W	YDL185W	
YEL023C	YMR186W	YDL185W	
YIL035C	YBR143C	YDR172W	
YLR429W	YPL022W	YJR065C	
YLR429W	YEL037C	YBR234C	YJR065C	
YLR429W	YBR159W	YJR065C	
YLR429W	YJR065C	YLR203C	
YLL036C	YDR416W	YDR515W	
YBL003C	YBR010W	YDL002C	YER092W	YLR052W	
YBL003C	YJL081C	YFL013C	YDL002C	YER092W	YLR052W	
YBL003C	YJL081C	YFL013C	YDL002C	YNL059C	
YDR190C	YJL081C	YPL235W	YFL013C	YDL002C	YOR141C	YER092W	YGL150C	YLR052W	
YDR190C	YJL081C	YPL235W	YFL013C	YDL002C	YOR141C	YNL059C	
YBR234C	YDL002C	YOR141C	
YER133W	YDR099W	YMR224C	
YIL035C	YOR061W	YML069W	YGL207W	YLR418C	YBR279W	YOL145C	
YIL035C	YOR061W	YML069W	YGL207W	YLR418C	YOL145C	YOR039W	
YIL035C	YOR061W	YJL115W	YOL145C	
YIL035C	YML069W	YGL207W	YLR418C	YBR279W	YOL145C	YOR123C	
YML069W	YGL207W	YLR418C	YBR279W	YGL244W	YOL145C	YOR123C	
YIL035C	YLR418C	YCL031C	
YIL035C	YCL031C	YGR090W	
YIL035C	YCL031C	YGR103W	
YLR150W	YMR229C	YCL031C	YGR090W	
YLR150W	YLR418C	YCL031C	
YLR150W	YCL031C	YGR090W	YNL186W	
YLR150W	YCL031C	YJL109C	
YOR294W	YMR229C	YCL031C	YGR090W	
YOR294W	YMR229C	YCL031C	YGR103W	
YOR294W	YCL031C	YJL109C	
YMR229C	YCL031C	YMR290C	YGR103W	
YCL031C	YGR090W	YJL098W	
YAL001C	YDR155C	YLR069C	
YDR155C	YMR186W	YLR069C	
YHR064C	YMR186W	YLR069C	
YLR249W	YCL040W	YLR069C	
YLR249W	YMR186W	YLR069C	
YMR186W	YFR053C	YLR069C	
YOR001W	YCR035C	YDR280W	YNL232W	YOL142W	YOR076C	YOL021C	YGR095C	YHR069C	
YOR001W	YCR035C	YDR280W	YNL232W	YOL142W	YOR076C	YOL021C	YHR069C	YGR158C	
YOR001W	YDR280W	YNL232W	YOL142W	YHR081W	YOL021C	YHR069C	YGR158C	
YDL147W	YIL071C	YHR027C	
YLL029W	YOR124C	YOR138C	
YDR388W	YGL106W	YLR429W	YGL092W	
YDR388W	YDR129C	YGL092W	
YDR129C	YDL019C	YGL092W	
YOR261C	YDL147W	YDR394W	YER021W	YFR004W	YGL048C	YOR117W	YDR427W	YPR108W	YHR170W	
YOR261C	YDL147W	YER021W	YFR004W	YFR052W	YGL048C	YKL145W	YOR117W	YDR427W	YPR108W	YHR170W	
YBR154C	YDL150W	YNL113W	YOR210W	YPR110C	YPR187W	YOR207C	YJL011C	YNR003C	
YBR154C	YDL150W	YNL113W	YPR110C	YPR187W	YNL151C	YOR207C	YJL011C	YNR003C	
YBR154C	YNL113W	YNL248C	YOR210W	YPR110C	YPR187W	YNR003C	YPR010C	
YDL150W	YNL113W	YOR210W	YPR110C	YPR187W	YOR116C	YOR207C	YJL011C	YNR003C	
YDL150W	YNL113W	YOR210W	YPR110C	YOR116C	YOR207C	YJL011C	YNR003C	YPR190C	
YDL150W	YNL113W	YPR110C	YNL151C	YOR207C	YJL011C	YNR003C	YPR190C	
YNL209W	YDR099W	YDR017C	
YGL106W	YLR429W	YDR017C	
YGL106W	YOR326W	YDR017C	
YDR099W	YER177W	YDR017C	
YDL126C	YOR335C	YNL041C	
YDL126C	YOR335C	YOL013C	
YDR381W	YDR174W	YJL033W	YDR153C	
YDR381W	YKR048C	YDR153C	
YDR381W	YLR398C	YDR153C	YGL213C	YKL023W	
YDR087C	YJL033W	YDR153C	
YKR081C	YJL033W	YDR153C	
YKR081C	YDR153C	YGL213C	YKL023W	
YDL014W	YBL003C	YDR207C	
YDL014W	YLR175W	YDR207C	
YDR381W	YLR175W	YDR207C	
YDR381W	YKR048C	YDR207C	
YBL003C	YGL207W	YKR048C	YDR207C	
YBL003C	YGR275W	YDR207C	
YDR174W	YLR347C	YER023W	
YDR385W	YIL070C	YER023W	
YAL001C	YDL014W	YDR449C	
YAL001C	YDR381W	YDR449C	
YDR388W	YGR198W	YDR449C	
YDL014W	YOR310C	YGL120C	YIR001C	
YDL014W	YMR229C	YGR090W	YIR001C	
YDL014W	YMR229C	YGL120C	YPR161C	YIR001C	
YDR381W	YMR229C	YGR090W	YIR001C	
YDR381W	YMR229C	YGL120C	YIR001C	
YDR381W	YFL024C	YIR001C	
YDR381W	YDR515W	YIR001C	
YHR121W	YGR090W	YIR001C	
YHR121W	YPR161C	YIR001C	
YHR121W	YFL024C	YIR001C	
YLR150W	YNL250W	YLR355C	
YLR150W	YNL262W	YLR355C	
YLR150W	YPR164W	YLR355C	
YLR150W	YER086W	YLR355C	
YFR024C	YNL262W	YLR355C	
YDR381W	YIL070C	YML114C	
YDR381W	YBR198C	YGL112C	YML114C	
YOR261C	YDR363W-A	YDL147W	YFR004W	YFR052W	YDL097C	YDR427W	YIR012W	
YDR381W	YAL019W	YJR119C	
YBL002W	YMR072W	YJR119C	
YOR310C	YNL088W	YPR144C	
YOR310C	YKL035W	YPR144C	
YDL148C	YKL035W	YPR144C	
YOR159C	YKL173W	YLR147C	YER029C	YLR275W	YPR101W	
YAL027W	YCR009C	YLR429W	YNL106C	
YCR009C	YLR429W	YNL106C	YCR008W	
YCR009C	YLR429W	YNL106C	YPR161C	
YCR009C	YLR429W	YNL106C	YDR440W	
YCR009C	YLR429W	YNL106C	YOR144C	
YLR429W	YNL106C	YKL126W	
YLR429W	YNL106C	YLR203C	
YNL106C	YDL060W	YPR161C	
YDR381W	YDR195W	YKL018W	YNL317W	YPR107C	
YDR381W	YDR195W	YNL262W	
YPL146C	YAL051W	YKL172W	
YPL146C	YAL051W	YDL019C	
YDR060W	YAL051W	YDL019C	
YAL051W	YLR197W	YOR310C	
YJL001W	YBL041W	YFR050C	YGL011C	YGR135W	YGR253C	YML092C	YOL038W	YOR362C	YPR103W	YER012W	YOR157C	
YJL001W	YGL011C	YGR135W	YGR253C	YML092C	YOL038W	YOR362C	YBR173C	YER012W	YOR157C	
YER095W	YBR193C	YER022W	YHR058C	YOR174W	
YBL093C	YBR193C	YBR253W	YER022W	YGL025C	YGL127C	YHR058C	YOL051W	YOR174W	YPR070W	YPR168W	YGL151W	
YBL093C	YBR193C	YBR253W	YER022W	YGL025C	YGL127C	YHR058C	YOL051W	YPR070W	YPR168W	YGL151W	YGR104C	
YBL093C	YBR193C	YER022W	YGL025C	YGL127C	YHR058C	YOL051W	YOR174W	YPR070W	YLR071C	
YBL093C	YBR193C	YER022W	YGL025C	YGL127C	YHR058C	YOL051W	YPR070W	YGR104C	YLR071C	
YBR193C	YOR174W	YGR167W	
YNL209W	YBR079C	YLR192C	YDR457W	
YNL209W	YLR192C	YDR234W	
YNL209W	YLR192C	YNL186W	
YBR079C	YOR361C	YMR309C	YLR192C	
YBR079C	YMR186W	YLR192C	YDR457W	
YMR186W	YLR192C	YNL186W	
YLR192C	YDL190C	YNL186W	
YBR119W	YDL215C	YBR101C	
YOL054W	YDR254W	YGR179C	YJR135C	
YLR150W	YBR175W	YER122C	
YLR150W	YGL207W	YER122C	
YLR150W	YDL182W	YER122C	
YLR150W	YER122C	YIL076W	
YLR150W	YER122C	YLR022C	
YER122C	YGL137W	YNL287W	YDR238C	YIL076W	
YDL182W	YHR029C	YNL317W	
YHR029C	YKL018W	YNL317W	
YDR381W	YDR174W	YBR278W	YKL104C	
YDR381W	YBR278W	YNL262W	
YDR174W	YBR278W	YPR175W	
YDR388W	YOL077C	YBR278W	
YDR388W	YIL033C	YOR057W	
YOR361C	YMR309C	YIL033C	
YAL062W	YCR020W-B	YIL033C	
YML127W	YCR020W-B	YIL033C	
YBL026W	YCR077C	YDR378C	YER146W	YJR022W	YGL173C	YJL124C	YLR438C-A	
YCR077C	YDR378C	YJR022W	YGL173C	YER112W	YJL124C	YLR438C-A	
YCR077C	YER146W	YJR022W	YGL173C	YJL124C	YNL147W	YLR438C-A	
YCR077C	YJR022W	YGL173C	YER112W	YJL124C	YNL147W	YLR438C-A	
YDR363W-A	YDL147W	YDL007W	YFR004W	YGL048C	YHR027C	YHR200W	YIL075C	YMR191W	YDL097C	YDR427W	YPR108W	
YDL053C	YHR121W	YDL042C	
YJL076W	YPR110C	YDL042C	
YNL113W	YOR210W	YPR110C	YDL042C	YOR116C	YOR207C	
YNL113W	YPR110C	YDL042C	YNL151C	YOR207C	
YOR210W	YPR110C	YDL042C	YKR025W	YOR116C	YOR207C	
YPR110C	YDL042C	YKR025W	YNL151C	YOR207C	
YOR159C	YGR074W	YLR147C	YJL203W	
YOR159C	YLR147C	YMR288W	YJL203W	
YGR074W	YLR147C	YDL043C	YJL203W	YMR240C	
YGR237C	YLR175W	YCR016W	
YLR175W	YLR197W	YPL009C	YCR016W	YLR022C	
YLR175W	YLR197W	YJL050W	YCR016W	
YLR175W	YLR197W	YCR016W	YNL061W	YLR022C	
YLR175W	YCR016W	YHR066W	
YLR175W	YCR016W	YDL208W	
YDR087C	YLR429W	YDL143W	
YGR086C	YLR429W	YPL004C	YDL143W	
YGR086C	YPL004C	YDL143W	YKL142W	
YLR429W	YPL004C	YDL095W	YDL143W	
YML069W	YGL207W	YDR108W	
YOR261C	YDR363W-A	YDL147W	YFR010W	YHR027C	YHR200W	YDL097C	YDR108W	YDR427W	
YOR261C	YDR363W-A	YDL147W	YDR394W	YER021W	YFR004W	YGL048C	YHR027C	YIL075C	YOR117W	YDL097C	YDR427W	YGR232W	
YOR261C	YDR363W-A	YDL147W	YER021W	YFR004W	YGL048C	YHR027C	YIL075C	YKL145W	YOR117W	YDL097C	YDR427W	YGR232W	
YER030W	YDL190C	YNL186W	
YBL002W	YBL003C	YBR009C	YDR174W	YDR044W	
YDR174W	YHR193C	YMR140W	
YHR193C	YHL034C	YMR140W	
YHR193C	YKR081C	YMR140W	
YGL207W	YPL037C	YMR140W	
YHR121W	YGL106W	YOR138C	
YDR388W	YGL106W	YOR138C	
YGL106W	YLR418C	YOR138C	
YDR054C	YLR418C	YOR138C	
YDR362C	YDR087C	YLR304C	
YDR362C	YDR099W	YLR304C	
YDR087C	YGL106W	YLR304C	
YAL029C	YGL106W	YLR304C	
YBR109C	YGL106W	YLR304C	
YGL106W	YDR171W	YLR304C	
YOR206W	YHR066W	YPL012W	
YDR381W	YDR174W	YGL099W	
YDR381W	YHL034C	YGL099W	
YDR174W	YER095W	YGL099W	
YDR174W	YPR161C	YGL099W	
YLR150W	YPR161C	YGL099W	
YOR294W	YPR161C	YGL099W	
YHL034C	YMR290C	YGL099W	
YHL034C	YPR161C	YGL099W	
YGL120C	YGR162W	YDR324C	
YCR009C	YDR388W	YGR086C	YLR429W	YMR086W	
YCR009C	YGR086C	YLR429W	YPL004C	YDR440W	YMR086W	
YGR086C	YLR429W	YLR277C	YMR086W	
YGR086C	YPL004C	YMR031C	YMR086W	
YOR159C	YHR165C	YPR182W	YLR275W	YER172C	YNR011C	
YOR159C	YHR165C	YPR182W	YER172C	YGR091W	YNR011C	
YOR159C	YHR165C	YLR275W	YER172C	YNR011C	YFL018W-A	
YOR159C	YHR165C	YER172C	YGR091W	YNR011C	YFL018W-A	
YOR159C	YPR182W	YBR055C	YER172C	YGR091W	YNR011C	
YOR159C	YBR055C	YER112W	YGR091W	YNR011C	
YDR378C	YPR178W	YBR055C	YER112W	YGR091W	YNR011C	
YDR378C	YBR055C	YDR473C	YER112W	YGR091W	YNR011C	
YPR178W	YPR182W	YBR055C	YER172C	YGR091W	YNR011C	
YPR178W	YPR182W	YLR275W	YER172C	YNR011C	
YHR165C	YPR182W	YDR473C	YER172C	YGR091W	YNR011C	
YHR165C	YDR473C	YER172C	YGR091W	YNR011C	YFL018W-A	
YPR182W	YBR055C	YDR473C	YER172C	YGR091W	YNR011C	
YGR165W	YNL137C	YOR158W	YER050C	YGR084C	
YDL014W	YDR507C	YLR197W	YKL075C	
YDL014W	YLR197W	YNL308C	YKL075C	
YDL014W	YMR229C	YNL308C	YKL075C	
YDR381W	YMR229C	YNL308C	YKL075C	
YDR381W	YKL075C	YOR091W	
YDL053C	YHR121W	YKL075C	
YMR229C	YKR081C	YKL075C	
YLR249W	YMR186W	YER148W	
YIL035C	YOR061W	YGL207W	YLR418C	YGL019W	YOR039W	
YIL035C	YOR061W	YGL207W	YER164W	YGL019W	YOR039W	
YIL035C	YOR061W	YGL207W	YGL019W	YNL031C	
YIL035C	YOR061W	YML010W	YGR063C	YGL019W	
YIL035C	YOR061W	YKL088W	YGL019W	YOR039W	
YIL035C	YOR061W	YGL019W	YKL160W	
YIL035C	YGR090W	YGL019W	
YGL207W	YLR399C	YGL019W	
YIL035C	YOR061W	YML069W	YGL207W	YER164W	YOR039W	
YIL035C	YML069W	YGL207W	YNL088W	YOR039W	
YEL026W	YLR197W	YPR029C	
YEL026W	YMR229C	YPR029C	
YLR175W	YLR197W	YOR310C	YPR029C	
YLR175W	YHR089C	YPR029C	
YLR175W	YMR229C	YPR029C	
YPL129W	YGR275W	YJL176C	
YBL002W	YBR009C	YDR174W	YBR060C	YHR118C	YML065W	YNL261W	
YBL002W	YBR009C	YPL001W	YBR060C	YHR118C	YML065W	YPR162C	YNL261W	
YBL002W	YOL012C	YPL001W	YML065W	YNL261W	
YBR009C	YEL056W	YPL001W	YHR118C	YML065W	YPR162C	YNL261W	
YDR174W	YKL104C	YNL261W	
YEL056W	YPL001W	YHR118C	YLL004W	YML065W	YPR162C	YNL261W	
YPL001W	YBR060C	YHR118C	YLL004W	YML065W	YPR162C	YNL261W	
YPL001W	YER131W	YNL261W	
YDR381W	YDR174W	YMR239C	
YDR381W	YHR066W	YMR239C	
YBL058W	YDR388W	YLR381W	
YGL245W	YGL105W	YPL144W	
YGL070C	YIL021W	YPL144W	
YNL209W	YKR048C	YHR064C	YOR081C	
YNL209W	YHR064C	YGR285C	YOR081C	
YNL209W	YDR099W	YOR081C	
YIL148W	YDR099W	YOR081C	
YIL148W	YFR053C	YOR081C	
YIL148W	YLR058C	YOR081C	
YKR048C	YLR058C	YOR081C	
YHR064C	YMR309C	YOR081C	
YDR174W	YAL027W	YGR237C	
YDR087C	YGR237C	YCR060W	
YHR121W	YAL027W	YGR237C	
YHR121W	YGR237C	YDL105W	
YAL027W	YGR086C	YGR237C	YLR175W	
YGR237C	YLR432W	YML056C	
YGR237C	YKR081C	YCR060W	
YGR237C	YDL105W	YDR288W	
YBL002W	YBR009C	YBR010W	YGL207W	YOL054W	YNL030W	YNL031C	
YBL002W	YBR009C	YIL035C	YGL207W	YOL054W	YNL030W	YNL031C	
YBL002W	YGL207W	YOL054W	YDR225W	
YBR010W	YOL054W	YLR058C	
YIL035C	YOL054W	YLR058C	
YOL054W	YJR135C	YLR058C	
YBR119W	YMR125W	YLR298C	
YLR347C	YNL189W	YMR125W	YLR298C	
YHR052W	YOL041C	YER035W	
YOL041C	YPR161C	YLR196W	
YOL041C	YER035W	YLR196W	
YBL026W	YDR378C	YJR022W	YPR178W	YLR438C-A	
YBL026W	YER146W	YJR022W	YLR275W	
YBL026W	YER146W	YKL173W	YHR165C	YLR275W	
YBL026W	YER146W	YKL173W	YLR438C-A	
YBL026W	YJR022W	YPR178W	YGR074W	YLR275W	
YBL026W	YKL173W	YPR178W	YGR074W	YLR275W	
YBL026W	YKL173W	YPR178W	YLR438C-A	
YBL026W	YKL173W	YGR074W	YHR165C	YLR275W	
YDR378C	YER146W	YJR022W	YDR473C	YGR091W	
YDR378C	YER146W	YJR022W	YDR473C	YLR438C-A	
YDR378C	YER146W	YER035W	
YDR378C	YJR022W	YPR178W	YER112W	YGR091W	
YDR378C	YJR022W	YPR178W	YER112W	YLR438C-A	
YDR378C	YJR022W	YDR473C	YER112W	YGR091W	
YDR378C	YJR022W	YDR473C	YER112W	YLR438C-A	
YDR054C	YBL041W	YFR050C	YML092C	YMR314W	
YBL041W	YFR050C	YGL011C	YGR135W	YGR253C	YML092C	YMR314W	YOL038W	YOR362C	YPR103W	YER012W	YOR157C	
YBL041W	YMR314W	YOR362C	YDL074C	
YPL146C	YLR429W	YBL079W	
YDR388W	YGL106W	YLR429W	YBL079W	
YDR388W	YDR129C	YBL079W	
YDR087C	YER162C	YIL063C	
YKR048C	YIL063C	YHR064C	
