YAL040C	YCL030C	YDL029W	YDL047W	YDR018C	YER155C	YER167W	YFR040W	YJL098W	YKL092C	YKR028W	YKR042W	YKR072C	YLL024C	YOR188W	
YAL040C	YBR234C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YHL027W	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YPL234C	
YGR082W	YGR193C	YLR157C	YLR199C	YMR060C	YMR203W	YMR263W	YNL018C	YNL070W	YNL121C	YNL131W	YNL330C	YPR133W-A	
YBL084C	YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YKL022C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	YNL172W	
YBL084C	YDL008W	YDR118W	YDR260C	YER179W	YFR036W	YGL240W	YHR166C	YIR025W	YLR102C	YLR127C	YLR451W	YOR249C	
YBR130C	YCR002C	YDL225W	YDR507C	YHR107C	YJR076C	YLL021W	YLR314C	YNL233W	YNL293W	YOL112W	YOR084W	YPL066W	
YBR254C	YCL058C	YDL058W	YDR108W	YDR407C	YDR472W	YGL219C	YGR166W	YGR234W	YJR116W	YML077W	YOR115C	
YDL008W	YDR260C	YFR036W	YGL240W	YIR025W	YKL022C	YLL051C	YLR102C	YLR127C	YMR092C	YNL172W	YOR249C	
YAL040C	YBR234C	YDL047W	YER167W	YFR040W	YHL027W	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YMR028W	
YAL040C	YCL030C	YDL047W	YER155C	YFR040W	YGL229C	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YOL145C	
YCR002C	YDL225W	YDR507C	YER040W	YER118C	YHR107C	YJR076C	YLR096W	YLR314C	YNL139C	YOR084W	YOR156C	
YBL025W	YBR093C	YCL058C	YDR246W	YFL005W	YGL219C	YGR166W	YKR068C	YML077W	YNL287W	YOR115C	
YBL084C	YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR127C	YLR451W	YNL172W	YOR249C	
YBL025W	YBR254C	YDR108W	YDR407C	YGL219C	YGR166W	YGR234W	YJR116W	YMR218C	YOR115C	YOR312C	
YBL084C	YDR118W	YER161C	YFR036W	YHR166C	YLL051C	YLR102C	YLR127C	YLR451W	YNL172W	YOR249C	
YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	YOR249C	
YAL005C	YAL040C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YJL098W	YKR028W	YLL024C	YOR188W	
YBL084C	YDL008W	YDR118W	YFR036W	YGL240W	YKL022C	YLL051C	YLR102C	YLR127C	YMR092C	YNL172W	
YCR002C	YDL225W	YDR507C	YHR107C	YJR076C	YLL021W	YLR314C	YNL233W	YOR084W	YOR156C	YPL066W	
YBL084C	YDL008W	YDR118W	YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR102C	YLR451W	
YBL025W	YBR254C	YCL058C	YDR472W	YEL036C	YGR166W	YKL139W	YML077W	YMR218C	YOR115C	YOR197W	
YBL084C	YDR118W	YDR260C	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YMR092C	YOR249C	
YBL084C	YDR260C	YFR036W	YGL240W	YIR025W	YKL022C	YLL051C	YLR127C	YNL172W	YOR249C	
YCR087C-A	YCR087W	YHL003C	YHR184W	YJR131W	YKL008C	YLR070C	YML064C	YMR298W	YNL107W	
YDL008W	YFR036W	YGL240W	YHR166C	YIR025W	YLL051C	YLR102C	YLR451W	YMR092C	YNL172W	
YAL021C	YAR007C	YBR173C	YDL042C	YDR227W	YJL076W	YJL173C	YLR442C	YML032C	YNL312W	
YDL008W	YDR118W	YFR036W	YGL240W	YIR025W	YLR102C	YLR127C	YMR092C	YNL172W	YOR249C	
YDL008W	YFR036W	YGL240W	YHR118C	YKL022C	YLL051C	YLR102C	YMR092C	YNL172W	YOR249C	
YBL025W	YCL058C	YDR108W	YDR407C	YDR472W	YGL219C	YGR166W	YGR234W	YML077W	YOR115C	
YBR172C	YCR067C	YIL004C	YIL109C	YKL074C	YLR026C	YLR268W	YOR075W	YPL085W	YPR181C	
YAL040C	YFL009W	YGR092W	YKL092C	YLL024C	YLR079W	YLR127C	YMR199W	YPL256C	YPR120C	
YBR270C	YGR058W	YHR077C	YIL105C	YJL162C	YLR433C	YML057W	YMR068W	YNL047C	YPL059W	
YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	
YDR293C	YDR497C	YER067W	YGL158W	YHR186C	YJR066W	YKL194C	YLR113W	YNL006W	YPL180W	
YBL084C	YDL008W	YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YLR102C	YLR127C	YLR451W	
YDL235C	YDR497C	YGL158W	YIL147C	YJL128C	YLR006C	YLR113W	YNR031C	YOR208W	YPL180W	
YBL025W	YCL058C	YDR108W	YDR189W	YDR246W	YGL219C	YGR166W	YGR234W	YKR068C	YOR115C	
YAL040C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YJL098W	YKR028W	YKR072C	YOL145C	
YAL040C	YCL030C	YDL047W	YER155C	YFR040W	YJL098W	YKL092C	YKR072C	YLL024C	YMR028W	
YAL043C	YBR205W	YDR390C	YJR093C	YKR002W	YLR115W	YMR061W	YMR182C	YNL317W	YPR107C	
YAL023C	YDL095W	YER014C-A	YGR036C	YJR143C	YKL190W	YKL212W	YOR321W	YOR332W	
YBL084C	YDR118W	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YLR451W	YNL172W	
YBR172C	YDL188C	YDR075W	YDR498C	YIL109C	YLR268W	YOR075W	YOR380W	YPR040W	
YCR002C	YDL225W	YDR085C	YDR507C	YHR107C	YLL021W	YLR314C	YNL233W	YPL066W	
YAL001C	YBR172C	YDR498C	YER148W	YGL241W	YGR246C	YKL074C	YLR268W	YOR075W	
YDL029W	YDR018C	YDR063W	YIL062C	YJR065C	YKL013C	YKR042W	YLR370C	YNR035C	
YBL016W	YDL159W	YDR480W	YEL048C	YGL178W	YGR040W	YHR084W	YIL136W	YPL049C	
YDL088C	YFR002W	YJL039C	YJL057C	YML031W	YML103C	YMR129W	YMR153W	YNL234W	
YBL025W	YCL058C	YDR108W	YDR246W	YDR407C	YGL219C	YGR166W	YGR234W	YIR040C	
YBR050C	YCL046W	YDR028C	YDR477W	YER027C	YER040W	YGL115W	YGL208W	YML110C	
YBL025W	YDR108W	YDR246W	YDR407C	YGL219C	YGR166W	YGR234W	YMR218C	YOR115C	
YBR172C	YGL200C	YHR098C	YLR057W	YLR268W	YML012W	YNL049C	YPL218W	YPR181C	
YDL088C	YFR002W	YGL172W	YGR120C	YJL039C	YJL057C	YMR153W	YNL234W	YOR353C	
YAL023C	YDL095W	YER014C-A	YJR143C	YKL080W	YKL190W	YMR211W	YOR002W	YOR321W	
YBR193C	YDL005C	YDL154W	YGL025C	YIL021W	YNR010W	YOL005C	YOL135C	YOR174W	
YBR047W	YDL235C	YER118C	YGL158W	YJL128C	YLR096W	YLR113W	YNL139C	YNR031C	
YAL014C	YAL030W	YBL050W	YBR080C	YDR468C	YGR009C	YJR063W	YLR093C	YPL232W	
YBR103W	YDR390C	YGL023C	YJR093C	YKR002W	YLR115W	YMR061W	YOL123W	YPR107C	
YGL019W	YGR068C	YIL035C	YIL118W	YLR114C	YNL088W	YOR010C	YOR039W	YOR061W	
YAL043C	YDR301W	YDR392W	YJR093C	YKR002W	YMR182C	YNL317W	YOR194C	YPR107C	
YDL088C	YER026C	YJL057C	YML031W	YMR129W	YMR153W	YMR298W	YNL234W	YOR028C	
YBL068W	YDR285W	YER099C	YGR135W	YHL011C	YKL181W	YNL036W	YOL061W	YOL069W	
YDL008W	YDR260C	YFR036W	YGL240W	YHR166C	YIR025W	YLL051C	YLR451W	YOR249C	
YDR006C	YER014C-A	YGR036C	YKL093W	YKL190W	YKL212W	YMR081C	YOR239W	YOR332W	
YDR100W	YDR425W	YDR468C	YGL161C	YGL198W	YGR172C	YGR177C	YMR215W	YPL095C	
YDR020C	YGR079W	YLR002C	YNL081C	YNR012W	
YER126C	YGL030W	YHR019C	YHR204W	YOR312C	
YDL203C	YGR058W	YJL110C	YNL021W	YOR372C	
YDR433W	YDR499W	YGR144W	YML058W	YNL116W	
YBR139W	YCR048W	YLR242C	YNR019W	YOR381W	
YBR073W	YER179W	YFL052W	YJL125C	YLR134W	
YDR390C	YGR048W	YIL098C	YPL222W	YPR180W	
YBL043W	YBL100W-A	YDR099W	YJL162C	YNL042W	
YDR045C	YJL011C	YLR277C	YLR437C	YNL317W	
YDL044C	YGR056W	YLL051C	YOR100C	YOR319W	
YDL005C	YDL154W	YFL003C	YGL025C	YOR174W	
YDL110C	YEL063C	YGR057C	YKL015W	YOR078W	
YDR006C	YDR227W	YDR464W	YNL135C	YNL216W	
YHR074W	YIL092W	YLR080W	YNR040W	YOL131W	
YDR520C	YHL006C	YKR034W	YLR046C	YNL021W	
YBR019C	YHL019C	YKL135C	YLR170C	YPR029C	
YDL147W	YDR179C	YER137C	YKR060W	YMR025W	
YDR363W-A	YIL068C	YOR122C	YPL179W	YPR055W	
YGR017W	YLR072W	YLR403W	YOR025W	YOR082C	
YBR009C	YBR010W	YDR014W	YDR332W	YMR074C	
YIL050W	YLR190W	YLR449W	YMR102C	YNL218W	
YAL058W	YGR254W	YKL197C	YNR036C	YOR236W	
YIL047C	YKL197C	YLR286C	YNL329C	YOR212W	
YER063W	YER140W	YKL056C	YKL087C	YLR285W	
YCR092C	YLR035C	YMR167W	YOL090W	YOR033C	
YAL001C	YER148W	YGL241W	YGR246C	YPL007C	
YBL040C	YBR172C	YCR067C	YDL195W	YPL085W	
YBR137W	YDR349C	YLR099C	YOL016C	YOR007C	
YFL030W	YGR163W	YJL097W	YKR007W	YML121W	
YBL075C	YDR068W	YER103W	YLR310C	YPR001W	
YDR420W	YGR159C	YNL053W	YOL023W	YOR141C	
YBR119W	YHR015W	YLR449W	YNL277W	YPL169C	
YCL023C	YDL089W	YML008C	YMR316C-B	YOR097C	
YFR004W	YHR102W	YKL189W	YOR257W	YOR261C	
YBR281C	YDL137W	YDL192W	YNL191W	YNL287W	
YBR123C	YGR047C	YGR292W	YLR054C	YLR257W	
YAR008W	YLR105C	YMR059W	YNR058W	YPL083C	
YCL007C	YDR366C	YER071C	YGR054W	YOR176W	
YBR141C	YDL224C	YER059W	YER156C	YOR035C	
YAL058W	YKL197C	YLR286C	YNL329C	YNR036C	
YBR017C	YJR011C	YLL049W	YNR068C	YNR069C	
YDR066C	YJR001W	YJR082C	YNL004W	YOR354C	
YBL056W	YBR125C	YDR071C	YNL173C	YOR020C	
YBR275C	YDR464W	YLR442C	YNL135C	YNL216W	
YGL201C	YIR033W	YJL019W	YKL020C	YLR233C	
YDR059C	YER100W	YJR077C	YMR022W	YPL229W	
YDR498C	YLR268W	YMR020W	YOR075W	YPL244C	
YNL032W	YNL056W	YNL093W	YNL099C	YNL180C	
YCR093W	YDR376W	YER068W	YIL038C	YPR072W	
YBR058C	YDR070C	YFL017C	YOL059W	YOL113W	
YDR100W	YGL161C	YHR105W	YIL004C	YPL095C	
YBL046W	YDR285W	YLR221C	YNL201C	YPR115W	
YGR059W	YJR035W	YLR454W	YMR065W	YNL084C	
YBL093C	YGR192C	YKL129C	YKR069W	YOR247W	
YGR058W	YML008C	YOR097C	YOR245C	YPR113W	
YDR006C	YDR464W	YLR442C	YNL216W	YPL075W	
YFL036W	YGL226C-A	YGR064W	YGR227W	YOR085W	
YCR028C	YEL017W	YKL063C	YMR020W	YPL244C	
YCR036W	YEL064C	YGL153W	YIR034C	YOR242C	
YBR275C	YDR006C	YDR227W	YLR442C	YNL216W	
YBR196C	YGL229C	YJL178C	YJL211C	YOR062C	
YBL075C	YLL016W	YLR310C	YNR037C	YOR101W	
YGR142W	YJR070C	YKL086W	YLR225C	YNL141W	
YDL091C	YIL022W	YJL143W	YJR045C	YNR017W	
YBR044C	YDL120W	YKL148C	YLL041C	YPR004C	
YCL026C-A	YCR048W	YJL164C	YLR177W	YPL203W	
YDR216W	YER113C	YGL138C	YGR123C	YNR032W	
YBR102C	YDR363W-A	YER008C	YLR166C	YPL029W	
YDL071C	YDR183W	YGR269W	YNL155W	YOR364W	
YBL033C	YKR010C	YKR084C	YLR456W	YPR172W	
YDL044C	YDR505C	YGR056W	YGR240C	YOR100C	
YFR037C	YIL126W	YJR031C	YML127W	YMR091C	
YBL100W-A	YDR416W	YGR129W	YKL095W	YNL229C	
YHR136C	YLR195C	YMR246W	YNL208W	YOR285W	
YBR119W	YEL048C	YIL136W	YNL227C	YNL277W	
YCR100C	YER077C	YFR015C	YIL110W	YJL137C	
YJR116W	YKR070W	YOL156W	YOR037W	YOR299W	
YBR006W	YDL130W	YDR382W	YDR399W	YLR287C	
YGL043W	YJR132W	YLR363C	YMR080C	YOR177C	
YCL026C-A	YGL187C	YGL213C	YHL022C	YLR177W	
YIL001W	YJL141C	YJL200C	YOL133W	YOR197W	
YGL024W	YGR013W	YGR214W	YIL009W	YOL130W	
YDL208W	YGL171W	YHR072W-A	YHR089C	YNL124W	
YDR088C	YGL202W	YGR074W	YKL183W	YLR440C	
YDL012C	YFR047C	YHR032W	YIL172C	YOR355W	
YDR179C	YHR187W	YJR015W	YLR327C	YMR312W	
YEL069C	YLR238W	YMR029C	YMR052W	YPR110C	
YDL108W	YDL140C	YFL029C	YGL134W	YKL005C	
YDR027C	YDR259C	YDR484W	YGR066C	YJL029C	
YDL051W	YDR132C	YDR395W	YER056C-A	YOL127W	
YDR384C	YGR142W	YMR009W	YOR232W	YPL222W	
YBL081W	YDL167C	YKL017C	YLR056W	YOR167C	
YAL036C	YDL054C	YDR152W	YGR173W	YMR319C	
YDL130W	YDR382W	YJR012C	YLR287C	YLR340W	
YHR190W	YJL057C	YML103C	YMR129W	YMR153W	
YBL068W	YER163C	YNL036W	YOL061W	YOR303W	
YGR142W	YLR225C	YNL141W	YOR232W	YPL222W	
YBR290W	YDR123C	YKL017C	YNL279W	YOL108C	
YGL226C-A	YIL097W	YMR149W	YOR103C	YPL227C	
YDR482C	YGL028C	YGR162W	YOL139C	YOR276W	
YER064C	YGL105W	YKL144C	YKL205W	YPL212C	
YKR070W	YNL246W	YOL156W	YOR299W	YPR058W	
YFL026W	YIL047C	YJR086W	YLR286C	YOR212W	
YDL110C	YDR315C	YKL015W	YNL320W	YOR078W	
YBR036C	YDL052C	YDR062W	YDR270W	YMR296C	
Q0045	Q0275	YGL187C	YLR014C	YML042W	
YBR006W	YCR087C-A	YKL023W	YKR092C	YOR060C	
YBR059C	YER144C	YGR199W	YML014W	YMR144W	
YDL077C	YLR148W	YLR396C	YMR231W	YPL045W	
YDR072C	YDR107C	YHR167W	YOL015W	YPR171W	
YAL036C	YDL065C	YGR242W	YMR155W	YMR163C	
YDL130W	YDR367W	YDR382W	YJR144W	YLR287C	
YAL043C	YBR205W	YDR301W	YMR182C	YPR107C	
YAR033W	YGL051W	YKL174C	YLR345W	YPL036W	
YBL045C	YDR534C	YPR054W	YPR105C	YPR191W	
YDR394W	YGL074C	YIL097W	YOR117W	YOR259C	
YGR120C	YNR025C	YOR158W	YOR353C	YPR185W	
YGL206C	YGR167W	YGR241C	YLR170C	YNL183C	
YCL004W	YDL002C	YER092W	YGL150C	YLR052W	
YBR097W	YBR288C	YDR495C	YGL095C	YLR240W	
YDL101C	YGL094C	YGR180C	YHR135C	YKL025C	
YDR468C	YHL031C	YKL179C	YKL196C	YLR026C	
YHL019C	YKL135C	YLR329W	YPL259C	YPR029C	
YBL056W	YDR514C	YLR259C	YNL173C	YOR020C	
YDL070W	YER014C-A	YGL063W	YHR181W	YLR399C	
YBL053W	YEL069C	YGL249W	YLR238W	YPR110C	
YGR227W	YJL026W	YOR067C	YOR085W	YPL227C	
YER144C	YHR105W	YOR034C	YOR171C	YOR185C	
YBR211C	YDL002C	YER092W	YGL220W	YLR052W	
YDR350C	YDR356W	YHR172W	YKL042W	YNL126W	
YBR036C	YDR208W	YDR270W	YDR297W	YNL259C	
YBL001C	YER067W	YHR186C	YPL068C	YPL180W	
YFL010C	YIL105C	YJL162C	YOL106W	YPL059W	
YDL071C	YDR183W	YEL068C	YGR269W	YLR225C	
YCR095C	YHL029C	YNL056W	YNL099C	YNL180C	
YJR102C	YLR417W	YML101C	YMR077C	YPL002C	
YDL140C	YJR017C	YKL005C	YML010W	YOR224C	
YCR073W-A	YGL105W	YKL205W	YPL212C	
YGR065C	YHR098C	YJL199C	YLR198C	
YBR057C	YCL055W	YGL036W	YGL192W	
YER002W	YHR066W	YHR088W	YMR049C	
YBL042C	YBR021W	YEL021W	YER021W	
YGL237C	YGR236C	YKL109W	YOR358W	
YIR017C	YLR115W	YLR277C	YLR437C	
YCR045C	YLR294C	YOR190W	YOR348C	
YHL027W	YIL131C	YJL056C	YNL042W	
YDR271C	YDR509W	YKR021W	YOR244W	
YBR036C	YBR265W	YDR270W	YNL259C	
YNR004W	YPL004C	YPL074W	YPL157W	
YGL053W	YJL134W	YOR245C	YOR307C	
YDR363W-A	YMR287C	YPL029W	YPR055W	
YER099C	YHL011C	YKL181W	YOL061W	
YAR035W	YBL027W	YBR084C-A	YGR069W	
Q0250	YBR024W	YBR037C	YLL009C	
YAL023C	YDL095W	YOR002W	YOR321W	
YBL038W	YGR033C	YLR135W	YPL022W	
YER078C	YFL027C	YHR115C	YOR215C	
YIL023C	YKL126W	YMR104C	YOR154W	
YEL037C	YGL048C	YLR441C	YOR119C	
YDL111C	YGR158C	YGR195W	YHR069C	
YGL171W	YHL034C	YHR072W-A	YHR089C	
YCR087C-A	YGL090W	YHR174W	YLR265C	
YGL107C	YJR070C	YLR225C	YNL141W	
YHL025W	YLR236C	YLR328W	YLR438W	
YJL064W	YJL065C	YJL143W	YNR029C	
YBR019C	YHL019C	YOL150C	YPR029C	
YDR007W	YEL064C	YIR034C	YOR242C	
YDR520C	YKR034W	YLR376C	YNL021W	
YGL200C	YIL109C	YML012W	YPR181C	
YCL014W	YIL104C	YMR296C	YNL326C	
YKR021W	YOL014W	YOL039W	YOR244W	
YGR071C	YHR109W	YJL010C	YPL128C	
YBL088C	YBR136W	YDR499W	YML058W	
YBR196C	YDL215C	YLR432W	YPR048W	
YBL044W	YBR064W	YJL159W	YNL321W	
YDL014W	YOR310C	YPL043W	YPR072W	
YDR200C	YEL069C	YLR238W	YPR110C	
YAR031W	YCR030C	YJR126C	YMR132C	
YIL085C	YLR325C	YLR351C	YOR327C	
YAR061W	YDR264C	YJR086W	YMR182C	
YBL052C	YFL021W	YHR056C	YNL258C	
YBL079W	YER105C	YML103C	YML107C	
YGR158C	YKL174C	YLR345W	YPL036W	
YCR087C-A	YDR277C	YKR092C	YOR060C	
YKR091W	YMR019W	YNL309W	YOL004W	
YER068W	YIL038C	YPL043W	YPR072W	
YDR490C	YHR207C	YIR044C	YLR466W	
YHR174W	YIL091C	YLR265C	YPR053C	
YFL016C	YHL045W	YKL189W	YKR006C	
YKL142W	YMR210W	YMR243C	YNL096C	
YBR218C	YER065C	YGL062W	YNL117W	
YDR063W	YGL239C	YIL062C	YKL013C	
YBR057C	YCL055W	YGL036W	YMR147W	
YBR162W-A	YIL027C	YJR025C	YML108W	
YDL164C	YFL009W	YGL207W	YML069W	
YBR019C	YFR045W	YHL019C	YPR029C	
YER045C	YGR213C	YMR195W	YOR059C	
YCR073C	YJL128C	YLR006C	YNR031C	
YHR060W	YLR203C	YOR270C	YPL019C	
YHR014W	YHR185C	YIL007C	YOR117W	
YBL040C	YCR067C	YDR044W	YDR077W	
YBR102C	YDR166C	YLR166C	YPR055W	
YBL092W	YDR026C	YDR110W	YKR092C	
YGR269W	YLR172C	YOL042W	YOR159C	
YAL056W	YDL035C	YER020W	YPL268W	
YDL051W	YDR395W	YIL133C	YOL127W	
YER002W	YHR066W	YHR088W	YOL077C	
YGL206C	YHL019C	YLR170C	YPR029C	
YIL040W	YJR080C	YLL024C	YOR060C	
YDL012C	YHR032W	YIL172C	YJL065C	
YBR112C	YCR039C	YCR084C	YDR043C	
YJR080C	YLL024C	YLR459W	YNL301C	
YLR227C	YML133C	YOR089C	YPR174C	
YAR061W	YGR115C	YJR086W	YMR182C	
YCL063W	YER150W	YJL043W	YPL005W	
YEL064C	YEL070W	YLR105C	YNR058W	
YGR228W	YML008C	YOR097C	YOR245C	
YEL022W	YFR037C	YJR031C	YMR091C	
YGR004W	YGR026W	YLR324W	YPR028W	
YJR094C	YMR139W	YNL078W	YPL158C	
YEL022W	YFR037C	YJR031C	YML127W	
YBR162C	YBR192W	YNL217W	YOL028C	
YDL065C	YDR292C	YMR155W	YMR163C	
Q0250	YBR037C	YER154W	YLL009C	
YGR047C	YGR246C	YJL011C	YLR257W	
YGL019W	YIL035C	YJR131W	YOR039W	
YIL149C	YKR095W	YLR435W	YML107C	
YAL035W	YDL220C	YMR106C	YMR284W	
YDR435C	YFL040W	YFL068W	YMR159C	
YAL038W	YOR226C	YOR347C	YPL088W	
YBL046W	YDR285W	YNL201C	YPR101W	
YDL110C	YLR008C	YLR125W	YMR030W	
YBR047W	YCR073C	YJL128C	YNR031C	
YBR193C	YDL005C	YDL154W	YGL025C	
YHR060W	YKL119C	YOR270C	YPL019C	
YDR166C	YIL068C	YLR166C	YPL179W	
YCR030C	YDR158W	YJR126C	YMR132C	
YBR019C	YFR043C	YHL019C	YPR029C	
YAL043C	YAR061W	YLR115W	YMR182C	
YGR063C	YLR135W	YML095C	YPL022W	
YDL070W	YGL063W	YNL266W	YOL131W	
YDL014W	YIL038C	YPL043W	YPR072W	
YDR387C	YGL207W	YML069W	YOR292C	
YBR302C	YMR146C	YPL105C	YPR063C	
YCR039C	YCR040W	YCR084C	YMR043W	
YGR056W	YGR240C	YMR223W	YOR100C	
YKL093W	YKL212W	YMR081C	YOR239W	
YBL095W	YBR162C	YNL217W	YOL028C	
YDL084W	YER063W	YKL056C	YOR333C	
YER045C	YGR213C	YHR134W	YOR059C	
YHL003C	YKL008C	YMR298W	YNL107W	
YDL012C	YDR151C	YHR032W	YIL172C	
YDR326C	YIL105C	YNL047C	YPL059W	
YGL053W	YJL134W	YLR065C	YOR307C	
YAL064W	YGL166W	YKR011C	YML006C	
YER179W	YFL052W	YGR085C	YJL125C	
YDL054C	YER140W	YKL056C	YLR285W	
YDL070W	YFL018C	YGL063W	YGL075C	
YDL054C	YER140W	YGR173W	YMR319C	
YIL097W	YJL026W	YOR103C	YPL227C	
YDR179C	YHR187W	YHR188C	YJR015W	
YAL001C	YDR362C	YGR246C	YMR226C	
YER154W	YNL151C	YNR003C	YPR190C	
YHL018W	YLR266C	YML121W	YNL113W	
YDR499W	YER070W	YML058W	YNL116W	
YBR034C	YBR185C	YER017C	YMR089C	
YGR180C	YIL097W	YJL026W	YPL227C	
YAL030W	YHR161C	YMR183C	YPL232W	
YBR230C	YDR506C	YGL100W	YOR014W	
YDR068W	YER103W	YGL065C	YPR001W	
YJR105W	YKL143W	YLR301W	YNL178W	
YBL014C	YHL004W	YJL025W	YML043C	
YBR013C	YDL104C	YGR292W	YLR054C	
YHR143W-A	YIL025C	YOR006C	YOR352W	
YCR052W	YIL084C	YLR321C	YNL202W	
YER037W	YER052C	YGR168C	YIR018W	
Q0045	Q0275	YER154W	YGL187C	
YDL161W	YJR125C	YLR206W	YOR111W	
YDL001W	YDR207C	YJR094C	YMR139W	
YDL111C	YGR195W	YLR293C	YOL021C	
YDL056W	YLR182W	YOR158W	YOR159C	
YBL100C	YDR374C	YDR504C	YJL070C	
YBR042C	YFL027C	YHR115C	YKL195W	
YDL137W	YDL192W	YGL137W	YGR130C	
YBR048W	YDR025W	YDR450W	YOR037W	
YBR006W	YCL010C	YHR053C	YKL023W	
YFR004W	YHR102W	YIR011C	YOR257W	
YCR014C	YJL110C	YKR034W	YOL085C	
YDR189W	YER125W	YMR316W	YOR385W	
YFL010C	YLR275W	YOL106W	YPR182W	
YDR061W	YLL010C	YLR019W	YOR043W	
YCL046W	YML028W	YOR213C	YPL208W	
YDL020C	YIL075C	YLR421C	YOR254C	
YAR003W	YDR140W	YIL151C	YLR121C	
YDR138W	YGL162W	YMR125W	YPL178W	
YCR099C	YGR203W	YHR148W	YIL059C	
YEL037C	YER012W	YFR050C	YLR441C	
YDL084W	YER063W	YER140W	YKL056C	
YGL105W	YGL245W	YGR264C	YKL205W	
YBR146W	YIL070C	YML054C	YNR017W	
YBR207W	YDR379W	YGR152C	YOR068C	
YGL105W	YGL245W	YGR264C	YHL020C	
YBR239C	YMR144W	YOR317W	YPL133C	
YBL089W	YIL085C	YLR325C	YOR327C	
YBR064W	YDL023C	YJL159W	YNL321W	
YDL072C	YNL079C	YPL126W	YPL129W	
YBR123C	YGL254W	YGR047C	YLR257W	
YHL036W	YLR157C	YPR106W	YPR163C	
YDL140C	YGL130W	YKL005C	YML010W	
YCR068W	YER019W	YER104W	YPR065W	
YGL097W	YNL155W	YOR204W	YOR364W	
YHR186C	YJR066W	YNL006W	YOL078W	
YDR108W	YDR246W	YDR407C	YGR234W	
YDR191W	YLR403W	YOR025W	YOR082C	
YBR027C	YDL011C	YLR353W	YOR046C	
YAL064W	YKR011C	YMR149W	YOR279C	
YHR195W	YNL039W	YOL115W	YPL061W	
YBL089W	YIL085C	YLR325C	YOR082C	
YBR203W	YKL006C-A	YKL196C	YMR197C	
YDR342C	YER048C	YPL205C	YPR020W	
YAR066W	YDR074W	YKL128C	YMR261C	
YBR050C	YBR055C	YDR028C	YPR082C	
YGL090W	YHR174W	YIL091C	YLR265C	
YEL002C	YGL226C-A	YGR227W	YPL227C	
YFL026W	YGR141W	YMR265C	YOR242C	
YEL037C	YER012W	YFR050C	YMR276W	
YGL016W	YGL058W	YKL058W	YOR194C	
YBL002W	YCR040W	YDR224C	YPR041W	
YBR178W	YDL210W	YDR267C	YHR122W	
YGR056W	YHR209W	YOR100C	YOR319W	
YFL067W	YHR056C	YLL018C	YNL258C	
YBR162C	YNL217W	YOL028C	YPR155C	
YBR034C	YGR165W	YLR035C	YPL265W	
YDR387C	YML069W	YNL102W	YOR292C	
YGL206C	YGR167W	YLR170C	YPR029C	
YDL054C	YDL160C	YER140W	YKL056C	
YCR073W-A	YGL105W	YKL205W	YNR034W	
YCL004W	YDR098C	YGL220W	YLR052W	
YGR213C	YHR134W	YMR195W	YOR059C	
YDR191W	YGR017W	YLR403W	YOR025W	
YGR003W	YJR050W	YLR297W	YPR156C	
YGR010W	YHL025W	YLR328W	YLR438W	
YIL097W	YJL008C	YOR117W	YOR259C	
YKL142W	YMR165C	YMR210W	YMR243C	
YFR037C	YGL184C	YJR031C	YML127W	
YHR077C	YJR132W	YLR363C	YMR080C	
YBR217W	YHR171W	YLR031W	YNR007C	
YDR415C	YGR140W	YJR089W	YOR305W	
YKL056C	YKL087C	YLR053C	YLR285W	
YDL208W	YHL034C	YHR072W-A	YHR089C	
YJR072C	YLR150W	YLR243W	YOR262W	
YGR124W	YJL025W	YKL137W	YML043C	
YHR050W	YKR089C	YLR224W	YOR057W	
YDR169C	YMR019W	YNL309W	YOL004W	
YBL021C	YGL230C	YKL109W	YOR358W	
YIL074C	YKL001C	YLR053C	YNL311C	
YBR019C	YFR045W	YHL019C	YKL135C	
YAR033W	YKL174C	YPL036W	YPL136W	
YDR384C	YGR048W	YMR009W	YPL222W	
YHL027W	YIL131C	YJL056C	YOR275C	
YDL081C	YGR209C	YOR229W	YPL005W	
YDR179C	YHR187W	YJR015W	YKR060W	
YCR106W	YIL103W	YJL096W	YKL191W	
YBR019C	YHL019C	YKL135C	YOL150C	
YDL207W	YEL024W	YIL115C	YJR132W	
YBR178W	YDL210W	YHR094C	YHR122W	
YAL056W	YDL035C	YER020W	YOR371C	
