YBL019W	YBR115C	YBR161W	YBR289W	YCL044C	YCR020W-B	YDL179W	YDR520C	YEL047C	YGR275W	YHL025W	YJL176C	YLR321C	YLR357W	YMR091C	YNL307C	YNR023W	YOL070C	YOR290C	
YDL087C	YER161C	YGL232W	YGR202C	YKL214C	YLR298C	YLR335W	YML060W	YMR125W	YNL189W	YOR098C	YPL178W	
YAL062W	YBL019W	YBR115C	YCR020W-B	YDL179W	YDR520C	YGR056W	YGR275W	YIL033C	YLR033W	YOL070C	YOR115C	
YBR198C	YGL112C	YGR274C	YIL016W	YLR055C	YML015C	YML031W	YML098W	YMR005W	YMR227C	YMR236W	YPL011C	
YDL168W	YFR001W	YKL113C	YLR002C	YMR229C	YNL061W	YNL299W	YOR140W	YOR206W	YOR243C	YPL211W	YPR131C	
YDL087C	YGL238W	YGR013W	YGR074W	YHR086W	YHR127W	YIL061C	YKL012W	YML046W	YNL092W	YOR159C	YPR057W	
YDL160C	YER001W	YGL049C	YGR041W	YGR162W	YIL103W	YJL138C	YLR023C	YLR380W	YML017W	YMR083W	YPL207W	
YDL160C	YDR111C	YDR129C	YDR239C	YEL030W	YGL049C	YGR162W	YJL138C	YLR023C	YLR380W	YML017W	YNL250W	
YBL087C	YBR291C	YDL015C	YDL081C	YDR033W	YER145C	YFR022W	YJR010C-A	YLR066W	YML055W	YNR021W	YPL249C-A	
YBL087C	YBR291C	YDL015C	YDL081C	YDR033W	YER145C	YJR010C-A	YLR066W	YML055W	YML072C	YNR021W	YPL249C-A	
YDL156W	YDR043C	YHR131C	YIL035C	YKL160W	YLR387C	YNL030W	YNL031C	YNL149C	YNL206C	YOL054W	YOR054C	
YBR185C	YBR278W	YCL032W	YDL020C	YDL069C	YDR121W	YHR046C	YML065W	YNL262W	YOR091W	YPR162C	YPR175W	
YBR173C	YDL203C	YEL061C	YER012W	YER132C	YGL096W	YGR067C	YGR135W	YJL132W	YKR070W	YKR095W	YLR290C	
YBR173C	YDL203C	YEL061C	YER012W	YGL096W	YGR067C	YGR135W	YJL132W	YKL206C	YKR054C	YKR070W	YLR290C	
YBR173C	YDL203C	YEL061C	YER012W	YGL096W	YGR087C	YGR135W	YJL132W	YKL206C	YKR054C	YLR199C	YLR290C	
YBR185C	YBR278W	YCL032W	YDL020C	YDL069C	YDR121W	YHR046C	YKL213C	YLR362W	YNL262W	YOR091W	YPR175W	
YDL145C	YER120W	YFR051C	YGL137W	YGR233C	YIL076W	YLR260W	YMR224C	YNL088W	YNL255C	YPL010W	YPL219W	
YAR002W	YER161C	YGL232W	YGR202C	YHR090C	YJL168C	YKL214C	YLR335W	YMR075W	YMR125W	YNL189W	YPL178W	
YAR002W	YDR289C	YER161C	YGL232W	YGR202C	YKL114C	YLR298C	YML060W	YMR125W	YNL189W	YPL020C	YPL178W	
YBR198C	YDR167W	YGL112C	YGR274C	YIL016W	YML015C	YML031W	YML098W	YMR005W	YMR227C	YPL011C	YPL167C	
YAL043C	YAL046C	YBL101C	YDR195W	YDR475C	YER133W	YGR156W	YLR303W	YMR311C	YNL233W	YOR179C	YOR227W	
YBR198C	YER148W	YGL112C	YGR274C	YLR055C	YML015C	YML031W	YML098W	YMR005W	YMR227C	YMR236W	YPL011C	
YBR148W	YDL078C	YHR039C	YHR121W	YIL045W	YIR001C	YJL051W	YLL032C	YLR032W	YLR325C	YMR031C	YPR007C	
YBR148W	YDL078C	YGR130C	YHR121W	YIL045W	YJL051W	YLL032C	YLR032W	YLR325C	YMR031C	YPR007C	YPR120C	
YAL043C	YAL046C	YBL101C	YDL199C	YGR156W	YKL059C	YKR002W	YLR115W	YLR277C	YLR303W	YNL208W	YOR179C	
YDR165W	YDR457W	YFR053C	YGL253W	YIL038C	YIL148W	YKL080W	YKR001C	YLR131C	YLR231C	YNL084C	YOL025W	
YBR198C	YER148W	YGL112C	YGR274C	YIL016W	YLR055C	YML015C	YML098W	YMR005W	YMR227C	YMR236W	YPL011C	
YBR069C	YBR139W	YDR006C	YDR234W	YDR457W	YFL007W	YGL066W	YGR285C	YHR064C	YLR262C	YOL025W	YOR081C	
YBR069C	YBR139W	YDR006C	YDR234W	YDR457W	YDR463W	YFL007W	YGR285C	YHR064C	YLR262C	YOL025W	YOL059W	
YBR069C	YBR139W	YCL014W	YDR165W	YEL023C	YFR053C	YGL253W	YHL002W	YHR064C	YKL216W	YLR231C	YOR269W	
YBR069C	YBR139W	YCL014W	YDR165W	YEL023C	YFR053C	YGL253W	YHR064C	YKL216W	YLR135W	YOR269W	YOR368W	
YBR119W	YDL087C	YDL181W	YDR235W	YER029C	YFL017W-A	YGR013W	YIL061C	YLR014C	YOR159C	YOR305W	
YBR107C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YJR135C	YLR315W	YMR198W	YPL018W	YPR046W	
YCL036W	YDL176W	YDR324C	YDR398W	YEL055C	YGR128C	YHR196W	YJL109C	YKR092C	YMR093W	YPL126W	
YBR185C	YBR278W	YCL032W	YDL020C	YDL069C	YDR121W	YHR046C	YKL213C	YNL262W	YOR091W	YPR175W	
YDL076C	YGR255C	YJL168C	YMR075W	YMR263W	YNL330C	YOL004W	YPL059W	YPL139C	YPR023C	YPR184W	
YBR119W	YDR235W	YDR240C	YFL017W-A	YHR086W	YLR147C	YLR325C	YML046W	YOR097C	YOR159C	YPR101W	
YBR081C	YCL010C	YDR176W	YDR448W	YLR055C	YMR223W	YOL148C	YPL047W	YPL222W	YPL254W	YPR008W	
YBR108W	YCR009C	YDL036C	YDL190C	YEL037C	YHR200W	YML011C	YNR031C	YOL098C	YPL096W	YPR062W	
YBR198C	YGL112C	YGR274C	YIL016W	YLR055C	YML015C	YML098W	YMR005W	YMR227C	YMR236W	YPL011C	
YBR235W	YDR001C	YER016W	YER177W	YFR017C	YGL181W	YIR003W	YLR256W	YNR047W	YOR140W	YOR220W	
YBR107C	YBR211C	YDR254W	YDR318W	YDR383C	YGR006W	YGR179C	YLR315W	YOR342C	YPL018W	YPR046W	
YBR107C	YBR211C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YJR135C	YLR315W	YPL018W	YPR046W	
YBR081C	YCL010C	YGL066W	YGL112C	YGR252W	YLR055C	YML098W	YMR223W	YOL148C	YPL047W	YPL254W	
YBR185C	YBR278W	YDL020C	YDL069C	YDR121W	YHR046C	YJL065C	YKL213C	YNL262W	YOR091W	YPR175W	
YCR059C	YDL084W	YDR138W	YHR167W	YJR032W	YML062C	YNL004W	YNL253W	YOR191W	YPL127C	YPL161C	
YDL087C	YGR013W	YGR074W	YHR086W	YHR156C	YHR165C	YIL061C	YLR275W	YNL024C	YNL092W	YPR057W	
YBR044C	YBR291C	YER145C	YGL055W	YJR010C-A	YLR066W	YML072C	YOL041C	YOR086C	YOR193W	YPL249C-A	
YBR044C	YBR291C	YDL081C	YFR022W	YJR010C-A	YML055W	YML072C	YNR021W	YOR086C	YOR193W	YPL249C-A	
YBR185C	YBR278W	YCL032W	YDL020C	YDL069C	YDR121W	YGL157W	YHR046C	YNL262W	YOR091W	YPR175W	
YCR016W	YCR077C	YDR153C	YGL173C	YGL213C	YGR054W	YJL124C	YKL015W	YKL023W	YLR398C	YPR189W	
YCL014W	YDR251W	YEL023C	YHL002W	YJL052W	YJR009C	YKL216W	YKR042W	YLR144C	YOR299W	YPL003W	
YBR081C	YCL010C	YDR176W	YDR392W	YMR223W	YOL148C	YOR023C	YPL047W	YPL222W	YPL254W	YPR008W	
YBR081C	YCL010C	YCR082W	YDR392W	YDR448W	YLR055C	YMR223W	YMR236W	YPL047W	YPL222W	YPL254W	
YBR251W	YDR124W	YDR175C	YDR347W	YGR165W	YIL093C	YJR060W	YJR096W	YJR101W	YNL022C	YNL242W	
YCR071C	YDR116C	YDR322W	YDR405W	YGR076C	YLR312W-A	YLR439W	YMR024W	YNL005C	YNL284C	YPL173W	
YBR044C	YBR291C	YDR033W	YER145C	YFR022W	YGL055W	YJR010C-A	YML072C	YNR021W	YOR086C	YOR193W	
YCL030C	YCR053W	YDL077C	YDR127W	YFR044C	YGR240C	YHR179W	YLR153C	YOL013C	YOR375C	YPR069C	
YCR063W	YDL043C	YDR482C	YGL174W	YGR129W	YJL203W	YLR011W	YML049C	YOR319W	YPL151C	YPR134W	
YCR060W	YDL002C	YDR190C	YER092W	YGL150C	YGR173W	YLR052W	YNL215W	YNL229C	YOR189W	YPL235W	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YGR006W	YJR135C	YLR315W	YNR062C	YPL018W	YPR046W	
YBR185C	YBR278W	YCL032W	YDL020C	YDL069C	YDR121W	YHR046C	YKL213C	YLR362W	YNL262W	YPR175W	
YBR107C	YDR254W	YDR318W	YDR383C	YGR006W	YJL105W	YJR135C	YLR315W	YNR062C	YPL018W	YPR046W	
YBR107C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YJR135C	YLR315W	YNR062C	YPL018W	YPR046W	
YCL014W	YDR165W	YDR251W	YEL023C	YFR053C	YGL253W	YHL002W	YJL052W	YKL216W	YKR042W	YOR269W	
YBR081C	YDR145W	YDR176W	YDR392W	YGR252W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPR008W	
YDR103W	YEL023C	YHL002W	YJL203W	YJR009C	YKL216W	YOR269W	YOR299W	YOR305W	YOR368W	YPL003W	
YBR081C	YDR176W	YDR392W	YDR523C	YGR252W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPL254W	
YBR081C	YDR167W	YDR176W	YDR392W	YDR448W	YDR523C	YGR252W	YLR055C	YMR223W	YPL047W	YPL254W	
YBR231C	YCR060W	YDR190C	YDR334W	YDR485C	YGR002C	YGR173W	YML041C	YNL107W	YNL229C	YPL235W	
YDL077C	YDR129C	YFR044C	YJR009C	YOL013C	YOR027W	YOR299W	YOR375C	YPL003W	YPL240C	YPR069C	
YBR034C	YDR254W	YDR318W	YDR383C	YGR006W	YGR179C	YLR315W	YLR381W	YOR342C	YPL018W	YPR046W	
YBR034C	YBR211C	YDR254W	YDR318W	YDR383C	YJL105W	YJR135C	YLR315W	YNR062C	YPL018W	YPR046W	
YBR034C	YBR211C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YJR135C	YLR315W	YPL018W	YPR046W	
YCR003W	YCR071C	YDR116C	YDR237W	YDR322W	YDR405W	YGR076C	YLR312W-A	YLR439W	YMR024W	YNL284C	
YDL078C	YDR419W	YHR121W	YIL045W	YIR001C	YJL051W	YLL032C	YLR032W	YLR325C	YML032C	YPR007C	
YCR008W	YCR009C	YGR086C	YJR156C	YLR079W	YLR305C	YNL251C	YNR052C	YOL045W	YPR062W	YPR115W	
YCR003W	YDR237W	YDR322W	YDR405W	YDR462W	YLR439W	YMR024W	YNL005C	YNL252C	YNL284C	YPL173W	
YCR008W	YCR009C	YDL070W	YDL155W	YGR086C	YGR267C	YJR156C	YLR079W	YOL045W	YPR062W	YPR115W	
YCR035C	YER166W	YGL120C	YGL128C	YIL079C	YJL050W	YMR137C	YNL224C	YOL115W	YOL120C	YOR212W	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YGR179C	YJR135C	YLR315W	YMR198W	YPL018W	YPR046W	
YBR198C	YDR145W	YER148W	YGL112C	YGR274C	YIL016W	YML015C	YML098W	YMR005W	YMR227C	YPL011C	
YBR081C	YCL010C	YDR392W	YDR448W	YGL112C	YLR055C	YMR223W	YMR236W	YPL047W	YPL222W	YPL254W	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YJL105W	YJR135C	YLR315W	YNR062C	YPL018W	YPR046W	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YGR179C	YJL105W	YJR135C	YLR315W	YPL018W	YPR046W	
YBR229C	YDR141C	YDR221W	YDR252W	YGL097W	YGR134W	YHL034C	YHR193C	YJR011C	YMR140W	YPL037C	
YCL059C	YDL208W	YDL213C	YGL078C	YLR175W	YMR310C	YNL227C	YNL308C	YNR067C	YOL008W	YPL009C	
YCR002C	YCR008W	YCR009C	YDL070W	YGR086C	YJR156C	YKR086W	YLR079W	YOL045W	YPR062W	YPR115W	
YCR009C	YDL190C	YEL037C	YER095W	YER162C	YFR024C-A	YHR016C	YKL005C	YML011C	YPL096W	YPR062W	
YDR060W	YDR312W	YHR066W	YJL033W	YKL014C	YKL082C	YMR239C	YMR290C	YOR206W	YPR131C	YPR143W	
YCR009C	YDL190C	YDR081C	YEL037C	YER162C	YFR024C-A	YHR016C	YKL005C	YML011C	YPL096W	YPR062W	
YBR095C	YDL076C	YGR255C	YGR263C	YIL084C	YMR263W	YNL330C	YOL004W	YPL059W	YPL139C	YPL181W	
YBR234C	YDL029W	YDL190C	YEL037C	YJR065C	YKL013C	YLR370C	YMR028W	YNR035C	YOR269W	YPL096W	
YCR016W	YCR077C	YDR153C	YEL015W	YER112W	YGL173C	YGL213C	YJL124C	YKL015W	YKL023W	YPR189W	
YBR234C	YDL029W	YDL190C	YDR081C	YEL037C	YJR065C	YLR370C	YMR028W	YNR035C	YOR269W	YPL096W	
YBR229C	YDR141C	YDR221W	YDR252W	YGL097W	YGR134W	YHL034C	YHR193C	YJR011C	YNL088W	YPL037C	
YBR094W	YEL015W	YER035W	YER112W	YER146W	YGL173C	YGR054W	YKL023W	YLR438C-A	YMR268C	YNL118C	
YDL087C	YER161C	YGL232W	YGR202C	YKL114C	YLR298C	YLR335W	YML060W	YMR125W	YNL189W	YPL178W	
YBR229C	YDR141C	YDR221W	YDR252W	YGR134W	YHL034C	YHR193C	YJR011C	YMR140W	YNL088W	YPL037C	
YCR057C	YDR212W	YDR449C	YGR198W	YHR065C	YJL069C	YJL147C	YLR129W	YLR222C	YLR409C	YNR054C	
YBR084W	YGL207W	YHR035W	YMR041C	YNL030W	YNL031C	YNL079C	YOL054W	YOL088C	YOR052C	YOR101W	
YBR039W	YBR125C	YEL056W	YHR118C	YIR035C	YJL187C	YJR154W	YML065W	YOR386W	YPL001W	YPL127C	
YBR060C	YBR125C	YEL056W	YHR118C	YIR035C	YJL187C	YJR154W	YLL004W	YLL022C	YNL261W	YPL001W	
YBR148W	YGL067W	YHR121W	YIL045W	YJL051W	YLL032C	YLR032W	YLR325C	YML032C	YNL293W	YPR007C	
YBR146W	YBR251W	YDR304C	YDR337W	YER050C	YJR031C	YJR101W	YMR158W	YNL022C	YNL081C	YPL013C	
YCR081W	YDL005C	YGL025C	YGL127C	YGL151W	YHR041C	YKR067W	YMR287C	YOR174W	YOR349W	YPR070W	
YBR291C	YDL015C	YDL081C	YDR033W	YER145C	YJR010C-A	YML055W	YML072C	YNR021W	YOR086C	YPL249C-A	
YBR062C	YBR283C	YDR239C	YGR041W	YIL103W	YJL138C	YKL191W	YLR023C	YLR043C	YLR231C	YMR083W	
YBR140C	YDR192C	YDR498C	YJL056C	YKL037W	YLR102C	YML058W	YNL291C	YOR346W	YPL115C	YPR083W	
YBR267W	YCL024W	YDR507C	YGL241W	YKR048C	YKR092C	YMR110C	YMR139W	YNL078W	YOL012C	YOR230W	
YBR291C	YDL081C	YDR033W	YER145C	YFR022W	YJR010C-A	YML055W	YML072C	YOR086C	YOR193W	YPL249C-A	
YBR140C	YDR192C	YDR498C	YJL056C	YKL037W	YLR102C	YLR454W	YML058W	YNL291C	YOR346W	YPR083W	
YBR291C	YDL081C	YDR033W	YER145C	YGL055W	YJR010C-A	YML055W	YML072C	YOR086C	YOR193W	YPL249C-A	
YBR140C	YDR192C	YDR498C	YGR116W	YJL056C	YKL037W	YLR102C	YLR148W	YLR454W	YML058W	YOR346W	
YBR148W	YER069W	YHR121W	YIL045W	YIR001C	YJL051W	YLL032C	YLR032W	YLR325C	YML032C	YPR007C	
YBR139W	YDR006C	YDR234W	YDR484W	YER071C	YGR285C	YHR064C	YKL047W	YNL209W	YOL087C	YOR081C	
YBR139W	YDR006C	YDR234W	YDR457W	YDR463W	YFL007W	YGR285C	YHR064C	YLR262C	YLR336C	YOL025W	
YBR291C	YDL081C	YER145C	YFR022W	YJR010C-A	YLR066W	YML072C	YNR021W	YOR086C	YOR193W	YPL249C-A	
YBR139W	YDR006C	YDR234W	YDR272W	YDR457W	YDR463W	YFL007W	YGR285C	YHR064C	YOL025W	YOR081C	
YBR139W	YDR006C	YDR165W	YDR484W	YFR053C	YGL253W	YGR285C	YHR064C	YNL209W	YOL087C	YOR081C	
YBR067C	YDL004W	YDL066W	YDR415C	YER151C	YML029W	YMR118C	YMR173W	YMR277W	YNR051C	YOL109W	
YDR235W	YER172C	YGR013W	YHR086W	YHR127W	YJL035C	YKL012W	YLR275W	YNL024C	YOR305W	YPR057W	
YDL168W	YLR002C	YMR229C	YNL061W	YNL299W	YOL077C	YOR140W	YOR206W	YOR243C	YPL211W	YPR131C	
YBR267W	YCL024W	YDR452W	YGL241W	YJL128C	YKR048C	YKR092C	YMR139W	YNL078W	YOL012C	YOR230W	
YCL010C	YDR167W	YDR176W	YDR392W	YDR448W	YLR055C	YMR223W	YOR023C	YPL047W	YPL222W	YPL254W	
YDR192C	YFL037W	YJL056C	YLR102C	YLR148W	YML058W	YNL291C	YNL310C	YOR346W	YPL115C	YPR083W	
YBR148W	YDL078C	YGL067W	YHR121W	YIL045W	YIR001C	YJL051W	YLL032C	YLR325C	YML032C	YPR007C	
YBR148W	YDL078C	YGL067W	YHR121W	YIL045W	YJL051W	YLL032C	YLR032W	YML032C	YMR031C	YPR007C	
YBR069C	YCL014W	YDR103W	YDR165W	YEL023C	YFR053C	YGL253W	YHR064C	YKL216W	YOR269W	YOR305W	
YBR069C	YCL014W	YDR165W	YEL023C	YFR053C	YGL253W	YHR064C	YKL216W	YLR135W	YOR269W	YOR368W	
YBR279W	YGL017W	YGL244W	YGR043C	YJR148W	YLL063C	YLR418C	YOL145C	YOR040W	YOR123C	YPL084W	
YBR069C	YDR006C	YDR234W	YDR457W	YDR463W	YFL007W	YGR285C	YHR064C	YLR262C	YOL025W	YOR081C	
YBR062C	YDR239C	YER001W	YGR041W	YIL103W	YJL138C	YKL191W	YLR023C	YLR043C	YLR231C	YMR083W	
YBR279W	YGL017W	YGL244W	YGR043C	YJR148W	YLR418C	YLR430W	YMR113W	YOL145C	YOR040W	YOR123C	
YBR279W	YGL017W	YGL244W	YJR148W	YLL063C	YLR418C	YMR113W	YOL145C	YOR040W	YOR123C	YPL084W	
YDR192C	YJL056C	YKL037W	YLR102C	YLR148W	YLR454W	YML058W	YNL291C	YOR346W	YPL115C	YPR083W	
YBR139W	YCL014W	YDR006C	YDR234W	YDR457W	YFL007W	YGL066W	YGR285C	YHR064C	YOL025W	YOL059W	
YBR279W	YGL017W	YJR148W	YLL063C	YLR418C	YMR113W	YOL145C	YOR040W	YOR123C	YPL084W	YPL243W	
YDR192C	YFL037W	YJL056C	YKL037W	YLR102C	YLR148W	YLR454W	YML058W	YNL291C	YPL115C	YPR083W	
YBR079C	YDR408C	YDR429C	YER030W	YGL016W	YLR192C	YMR146C	YMR309C	YNL068C	YOR052C	YOR361C	
YBR062C	YDR239C	YEL030W	YGL049C	YGR041W	YIL103W	YJL138C	YKL191W	YLR023C	YLR043C	YMR083W	
YBR279W	YGL244W	YGR071C	YLL063C	YLR418C	YML069W	YML107C	YOL108C	YOL145C	YOR040W	YPL084W	
YBR279W	YGL244W	YGR071C	YLL063C	YML069W	YML107C	YOL108C	YOL145C	YOR040W	YOR123C	YPL084W	
YDR165W	YDR457W	YFR053C	YGL253W	YIL038C	YIL148W	YKL080W	YKR001C	YNL111C	YOL025W	YOR081C	
YBR069C	YBR139W	YDR006C	YDR234W	YDR457W	YFL007W	YGR285C	YHR064C	YLR262C	YOL025W	YOR081C	
YBR062C	YDL160C	YDR239C	YGL049C	YGR041W	YGR162W	YIL103W	YJL138C	YLR023C	YML017W	YMR083W	
YBR148W	YER069W	YGL067W	YHR121W	YIL045W	YIR001C	YJL051W	YLL032C	YLR032W	YML032C	YPR007C	
YDR195W	YDR475C	YER133W	YGR156W	YJR093C	YLL013C	YMR311C	YNL233W	YOR179C	YOR227W	YPR107C	
YBR047W	YDL145C	YDR238C	YER120W	YER122C	YGR233C	YIL076W	YNL287W	YOR363C	YPL010W	YPL219W	
YBR125C	YEL056W	YHR118C	YJL187C	YJR154W	YMR230W	YNL030W	YNL031C	YNL206C	YOR386W	YPL001W	
YCR077C	YDR153C	YEL015W	YGL173C	YGR054W	YHL034C	YJL124C	YKL023W	YLR398C	YLR438C-A	YPR189W	
YBR125C	YEL056W	YGL229C	YIR035C	YJL102W	YJL187C	YJR154W	YLL022C	YMR233W	YNL030W	YPL001W	
YBR173C	YDL203C	YEL061C	YER012W	YGL096W	YGR087C	YJL132W	YKL206C	YKR054C	YLR199C	YLR290C	
YBR119W	YDR473C	YER029C	YFL017W-A	YGR278W	YHR165C	YKL173W	YLR014C	YNL092W	YOR159C	YOR308C	
YCL011C	YDR138W	YHR167W	YIL038C	YIL041W	YJR032W	YML062C	YNL004W	YNL253W	YOR191W	YPL161C	
YBR119W	YDR240C	YGR074W	YHR127W	YIL061C	YKL012W	YLR275W	YLR298C	YNL024C	YOR305W	YPR057W	
YCL011C	YDR138W	YHR167W	YIL041W	YJL006C	YJR032W	YML062C	YNL004W	YNL253W	YOR191W	YPL161C	
YBR251W	YDR124W	YDR175C	YGR165W	YIL093C	YJR096W	YJR101W	YNL022C	YNL242W	YNR036C	YOR158W	
YBR251W	YDR124W	YDR347W	YGL129C	YGR165W	YHR155W	YJR060W	YJR096W	YNL022C	YNL242W	YPL118W	
YDL145C	YER120W	YFR051C	YGL137W	YGR233C	YIL076W	YLR260W	YMR224C	YNL255C	YPL010W	YPL219W	
YCL011C	YDR138W	YHR167W	YIL041W	YJL065C	YJR032W	YML062C	YNL004W	YNL253W	YOR191W	YPL161C	
YBR175W	YBR258C	YDR469W	YHR029C	YHR119W	YKL018W	YLL023C	YLR015W	YLR246W	YOR179C	YPL138C	
YCR077C	YDL160C	YGL173C	YGR054W	YJL124C	YJR022W	YKL023W	YLR398C	YNL118C	YNL147W	YPR189W	
YBR175W	YDR251W	YER086W	YJL052W	YJR009C	YKR042W	YLR144C	YNL273W	YOR368W	YPL003W	YPR164W	
YBR119W	YDL181W	YDR235W	YFL017W-A	YIL061C	YLR014C	YLR147C	YML046W	YNL092W	YOR159C	YOR305W	
YDL145C	YER059W	YER120W	YFR051C	YGR233C	YIL076W	YLR190W	YNL287W	YOL001W	YPL031C	YPL219W	
YCL011C	YDR138W	YIL041W	YJL006C	YJL065C	YJR032W	YML062C	YNL004W	YNL253W	YOR191W	YPL161C	
YCL011C	YDR138W	YIL041W	YJL006C	YJR032W	YML062C	YNL004W	YNL253W	YOR191W	YPL127C	YPL161C	
YDR026C	YDR156W	YFR028C	YIR024C	YJL148W	YJL207C	YJR063W	YNL248C	YNR003C	YOR341W	YPR187W	
YBR127C	YDL185W	YEL051W	YGR020C	YJR069C	YLR090W	YML121W	YMR027W	YNL239W	YPL201C	YPR036W	
YBR267W	YCL024W	YDR225W	YGL241W	YKR048C	YLR410W	YMR110C	YMR139W	YNL078W	YOL012C	YOR230W	
YCR016W	YDR153C	YDR378C	YGL173C	YGL213C	YGR054W	YJL124C	YKL023W	YLR398C	YNL147W	YPR189W	
YBR267W	YCL024W	YDR225W	YGL241W	YKR011C	YKR048C	YLR410W	YMR110C	YMR139W	YNL078W	YOL012C	
YBR267W	YCL024W	YDR225W	YDR507C	YGL241W	YKR048C	YMR110C	YMR139W	YNL078W	YOL012C	YOR230W	
YDR192C	YDR498C	YJL056C	YKL037W	YLR148W	YML058W	YNL291C	YNL310C	YOR346W	YPL115C	YPR083W	
YDR006C	YDR234W	YDR457W	YFL007W	YGL066W	YGR285C	YHR064C	YLR262C	YLR336C	YOL025W	YOR081C	
YBR128C	YBR296C	YDR270W	YGL105W	YIR033W	YKL050C	YLR138W	YLR247C	YNL119W	YNR013C	YOR197W	
YBR267W	YCL024W	YDR225W	YDR507C	YGL241W	YKR048C	YLR410W	YMR110C	YMR139W	YNL078W	YOR230W	
YBR127C	YDL185W	YGR020C	YJR033C	YJR069C	YLR090W	YML121W	YMR027W	YNL239W	YPL201C	YPR036W	
YCL011C	YCR059C	YDL084W	YDR138W	YHR167W	YJR032W	YML062C	YNL004W	YNL253W	YOR191W	YPL127C	
YBR119W	YDL087C	YDR235W	YGR013W	YGR074W	YIL061C	YKL095W	YLR147C	YLR325C	YOR159C	YPR057W	
YDR239C	YER001W	YGR041W	YIL103W	YJL138C	YKL191W	YLR023C	YLR043C	YLR231C	YMR083W	YOL109W	
YBR169C	YDR006C	YGR285C	YHR064C	YKL047W	YLR336C	YMR108W	YNL209W	YOR069W	YOR081C	YOR133W	
YBR127C	YDL185W	YDR289C	YGR020C	YJR069C	YLR090W	YML121W	YMR027W	YNL239W	YPL201C	YPR036W	
YBR127C	YDL185W	YDR289C	YEL051W	YGR020C	YJR033C	YJR069C	YLR090W	YML121W	YMR027W	YPR036W	
YBR055C	YDR473C	YER029C	YER069W	YER172C	YGR091W	YKL095W	YLR147C	YLR325C	YNR011C	YOR308C	
YBR253W	YDL005C	YDR308C	YER022W	YGL127C	YGL151W	YHR041C	YNL236W	YNR010W	YPL042C	YPR070W	
YBR055C	YBR152W	YDR473C	YER029C	YER172C	YGR091W	YHR156C	YHR165C	YKL173W	YNR011C	YOR308C	
YCL011C	YCR059C	YDR138W	YHR167W	YJL006C	YJR032W	YML062C	YNL004W	YNL253W	YOR191W	YPL161C	
YBR251W	YER050C	YIL093C	YJR031C	YJR096W	YJR101W	YMR158W	YNL022C	YNL081C	YNL242W	YPL013C	
YDR251W	YEL023C	YER086W	YHL002W	YJL052W	YJR009C	YKL216W	YKR042W	YLR144C	YOR368W	YPL003W	
YBL084C	YBR054W	YFR036W	YGL240W	YHR166C	YKL022C	YKR064W	YLR127C	YNL172W	YOR242C	YOR249C	
YBL052C	YBL103C	YBR010W	YBR245C	YFR034C	YGR081C	YLR095C	YMR044W	YMR284W	YNL167C	YPL055C	
YBR001C	YBR127C	YDL185W	YEL051W	YGR020C	YJR033C	YJR069C	YLR090W	YML121W	YMR027W	YPR036W	
YBR001C	YBR127C	YDL185W	YDR289C	YEL051W	YGR020C	YJR069C	YLR090W	YML121W	YNL239W	YPL201C	
YDR359C	YEL018W	YFL024C	YHR090C	YJL081C	YJR082C	YNL107W	YNL136W	YOR244W	YPR023C	YPR031W	
YAL031C	YBL010C	YDR195W	YGR043C	YGR156W	YKL059C	YKR002W	YLR115W	YNL222W	YNL317W	YOR179C	
YBL047C	YDR026C	YDR156W	YIR024C	YJL076W	YJL148W	YJL207C	YJR063W	YNL248C	YNR003C	YPL174C	
YAL032C	YDR416W	YDR482C	YGR129W	YGR278W	YIL068C	YJR050W	YLR117C	YPL151C	YPR101W	YPR134W	
YAL034C	YBR095C	YGR255C	YMR075W	YNL330C	YOL004W	YPL059W	YPL139C	YPL181W	YPR023C	YPR184W	
YBL046W	YDR075W	YDR225W	YDR293C	YER033C	YGR063C	YIL153W	YJL098W	YKR028W	YML010W	YNL201C	
YER172C	YGR074W	YGR091W	YHR156C	YHR165C	YNL092W	YOR097C	YOR159C	YOR305W	YOR308C	YPR057W	
YAL027W	YCR028C-A	YCR087C-A	YDR120C	YER049W	YKL114C	YLR226W	YML095C	YOR051C	YPL022W	YPL183C	
YBL084C	YDR118W	YER004W	YFR036W	YGL240W	YIR025W	YKR064W	YLR127C	YNL172W	YOR242C	YOR249C	
YAL043C	YAL046C	YBL101C	YDL199C	YDR195W	YGR156W	YJR093C	YKL018W	YLR115W	YLR303W	YOR179C	
YDR359C	YEL018W	YFL024C	YHR090C	YJL123C	YJR082C	YNL107W	YNL136W	YOR244W	YPL066W	YPR023C	
