YCR057C	YDR071C	YDR299W	YDR365C	YDR449C	YGL120C	YGR145W	YHR065C	YIL142W	YJL069C	YKL015W	YLR129W	YLR222C	YLR409C	YMR259C	YNL224C	YNR054C	YOR310C	YPR137W	
YAL031C	YAL043C	YBL010C	YBR166C	YDR195W	YDR301W	YKL059C	YLR115W	YLR277C	YNL208W	YNL317W	
YAL029C	YBR175W	YDR469W	YHR029C	YHR119W	YJR094W-A	YKL018W	YLR015W	YNL222W	YOR179C	YPL138C	
YDL145C	YER059W	YER120W	YFR051C	YGR233C	YIL076W	YLR190W	YNL287W	YOL001W	YPL031C	YPL219W	
YBR175W	YBR258C	YDR469W	YHR029C	YHR119W	YIL095W	YJR094W-A	YLL023C	YLR015W	YLR246W	YPL138C	
YAL031C	YBL010C	YBR166C	YDR195W	YGR156W	YJR093C	YKL018W	YLR277C	YNL222W	YNL317W	YOR179C	
YBL052C	YDR359C	YEL018W	YFL024C	YJR082C	YLR455W	YNL107W	YNL136W	YOR064C	YPL066W	YPR031W	
YBR069C	YBR139W	YDR006C	YDR234W	YDR457W	YFL007W	YGR285C	YHR064C	YLR262C	YOL025W	YOR081C	
YCL014W	YDR165W	YEL023C	YFR053C	YGL253W	YHL002W	YKL216W	YLR131C	YLR231C	YOR081C	YOR269W	
YBR034C	YDR254W	YDR318W	YDR383C	YGR006W	YGR179C	YLR315W	YLR381W	YOR342C	YPL018W	YPR046W	
YDR099W	YDR348C	YDR490C	YGR097W	YHR161C	YIL095W	YKR098C	YLR176C	YLR345W	YNL267W	YNR014W	
YBR034C	YBR107C	YDR318W	YDR383C	YGR006W	YGR179C	YLR315W	YLR381W	YOR342C	YPL018W	YPR046W	
YBR069C	YBR139W	YDR006C	YDR234W	YDR457W	YDR463W	YGR285C	YHR064C	YLR262C	YLR336C	YOL025W	
YBR034C	YBR107C	YDR254W	YDR318W	YGR006W	YJL105W	YJR135C	YLR315W	YNR062C	YPL018W	YPR046W	
YCL036W	YDL176W	YDR324C	YDR398W	YEL055C	YGR128C	YHR196W	YJL109C	YKR092C	YMR093W	YPL126W	
YBR069C	YBR139W	YDR006C	YDR234W	YDR457W	YDR463W	YGR285C	YHR064C	YLR262C	YOL025W	YOL059W	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YJR135C	YLR315W	YLR381W	YNR062C	YPL018W	YPR046W	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YJR135C	YLR315W	YLR381W	YMR198W	YPL018W	YPR046W	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YJL105W	YJR135C	YLR315W	YNR062C	YPL018W	YPR046W	
YBL026W	YCR077C	YDR378C	YDR473C	YER146W	YGL173C	YGR054W	YJL124C	YJR022W	YNL147W	YOR308C	
YAL027W	YCR002C	YCR009C	YDR120C	YER049W	YML095C	YOR051C	YPL022W	YPL089C	YPL183C	YPR062W	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YGR179C	YLR315W	YLR381W	YOR342C	YPL018W	YPR046W	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YGR179C	YLR315W	YLR381W	YNR062C	YOR342C	YPR046W	
YDL084W	YDR138W	YHR167W	YIL038C	YJR032W	YML062C	YNL004W	YNL253W	YNR047W	YOR191W	YPL161C	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YGR179C	YJR135C	YLR315W	YMR198W	YPL018W	YPR046W	
YBL026W	YCR077C	YDR378C	YDR473C	YEL015W	YER146W	YGL173C	YGR054W	YJL124C	YJR022W	YNL147W	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YGR179C	YJL105W	YJR135C	YLR315W	YMR198W	YNR062C	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YGR006W	YJR135C	YLR315W	YLR381W	YPL018W	YPR046W	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YGR006W	YJL105W	YLR315W	YNR062C	YPL018W	YPR046W	
YBR069C	YBR139W	YDR006C	YDR234W	YDR457W	YGR285C	YHR064C	YLL021W	YLR262C	YOL025W	YOR081C	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YER069W	YGR179C	YLR315W	YLR381W	YOR342C	YPR046W	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YLR315W	YNR062C	YPL018W	YPR046W	
YBR107C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YJR135C	YLR315W	YNR062C	YPL018W	YPR046W	
YBR055C	YDR473C	YER029C	YER069W	YER172C	YGR091W	YKL095W	YLR147C	YLR325C	YNR011C	YOR308C	
YBL038W	YBR231C	YDR334W	YDR485C	YKR072C	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YOL052C	
YBR175W	YDR251W	YER086W	YJL052W	YJR009C	YKR042W	YLR144C	YNL273W	YOR368W	YPL003W	YPR164W	
YBR251W	YDR124W	YDR347W	YGL129C	YGR165W	YHR155W	YJR060W	YJR096W	YNL022C	YNL242W	YPL118W	
YAL013W	YBR095C	YBR223C	YDL076C	YDR207C	YGR263C	YIL084C	YKL185W	YMR263W	YNL097C	YPL181W	
YDR138W	YIL038C	YIL041W	YJL065C	YJR032W	YML062C	YNL004W	YNL253W	YOR191W	YPL127C	YPL161C	
YBR251W	YDR124W	YDR347W	YGR165W	YIL093C	YJR060W	YJR096W	YJR101W	YNL022C	YNL242W	YNR036C	
YBR107C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YJR135C	YLR315W	YLR381W	YPL018W	YPR046W	
YAL011W	YBR231C	YDR227W	YDR334W	YDR485C	YER168C	YKR072C	YLR085C	YLR385C	YML041C	YOL052C	
YAL034C	YDL076C	YGR255C	YIL084C	YMR075W	YNL097C	YNL330C	YOL004W	YPL059W	YPR023C	YPR184W	
YBL054W	YCR014C	YDR108W	YDR363W-A	YGL094C	YGR232W	YHR200W	YKL145W	YOR117W	YOR209C	YPR045C	
YBR034C	YBR107C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YJR135C	YLR315W	YPL018W	YPR046W	
YBR044C	YBR291C	YER145C	YGL055W	YJR010C-A	YLR066W	YML072C	YOL041C	YOR086C	YOR193W	YPL249C-A	
YBR148W	YDL078C	YGL067W	YHR121W	YIL045W	YJL051W	YLL032C	YLR032W	YML032C	YMR031C	YPR007C	
YCR016W	YDR153C	YDR378C	YGL173C	YGL213C	YGR054W	YJL124C	YKL023W	YLR398C	YNL147W	YPR189W	
YBR001C	YBR127C	YGR020C	YJR033C	YJR069C	YLR090W	YML121W	YMR027W	YNL239W	YPL201C	YPR036W	
YCR077C	YDR378C	YGL173C	YGR054W	YHL034C	YJR022W	YKL023W	YLR398C	YNL147W	YNL175C	YPR189W	
YCL011C	YDR138W	YHR167W	YJL065C	YJR032W	YML062C	YNL004W	YNL253W	YNR047W	YOR191W	YPL127C	
YAL027W	YCR028C-A	YDR120C	YER049W	YKL114C	YLR226W	YML095C	YOR051C	YPL022W	YPL089C	YPL183C	
YAL016W	YDL134C	YDL188C	YGL190C	YGR161C	YKR062W	YML109W	YMR273C	YOR014W	YOR162C	YPL152W	
YDR359C	YEL018W	YFL024C	YGR002C	YHR090C	YHR099W	YJR082C	YNL136W	YOR244W	YPL066W	YPR023C	
YAL013W	YBR095C	YBR223C	YDL076C	YGR263C	YIL084C	YMR263W	YNL097C	YOL004W	YPL139C	YPL181W	
YBR107C	YDR254W	YDR318W	YDR383C	YGR006W	YJR135C	YLR315W	YLR381W	YNR062C	YPL018W	YPR046W	
YBR185C	YBR278W	YCL032W	YDL069C	YDR121W	YGL009C	YGL157W	YKL213C	YLR362W	YOR091W	YPR175W	
YAR003W	YBR175W	YBR258C	YDR469W	YHR029C	YJR094W-A	YKL018W	YLL023C	YLR015W	YLR246W	YPL138C	
YBR081C	YBR198C	YCL010C	YDR167W	YDR448W	YGL066W	YLR055C	YMR223W	YOL148C	YPL047W	YPL254W	
YAR003W	YBR175W	YBR258C	YDR469W	YHR119W	YIL095W	YKL018W	YLL023C	YLR015W	YLR246W	YPL138C	
YAL013W	YBR095C	YBR223C	YDL076C	YGR263C	YIL084C	YMR263W	YNL097C	YNL330C	YPL139C	YPL181W	
YDL045W-A	YDR175C	YDR337W	YGL129C	YGR165W	YIL093C	YJL063C	YJR096W	YJR113C	YKL155C	YNR036C	
YAL023C	YBR171W	YBR283C	YCR043C	YDL022W	YDL095W	YEL036C	YGR266W	YJL117W	YOR153W	YPL226W	
YAL011W	YDR227W	YEL018W	YHR090C	YLR085C	YLR385C	YML041C	YNL107W	YNL136W	YOL052C	YPL066W	
YCR009C	YDL036C	YDL190C	YEL037C	YER095W	YER162C	YHR200W	YKL005C	YML011C	YPL096W	YPR062W	
YAL011W	YDR334W	YDR359C	YEL018W	YGR002C	YJL081C	YJR082C	YNL059C	YNL136W	YPR023C	YPR031W	
YCR009C	YDL029W	YDL190C	YEL037C	YER162C	YFR024C-A	YHR016C	YKL005C	YML011C	YPL096W	YPR062W	
YBR211C	YDR254W	YDR318W	YDR383C	YER069W	YGR006W	YJR135C	YLR315W	YLR381W	YPL018W	YPR046W	
YBL008W	YBR215W	YIL121W	YJL115W	YJR140C	YLR407W	YMR172W	YNL031C	YNL079C	YOR038C	YOR061W	
YBR198C	YGL112C	YGR274C	YIL016W	YLR055C	YML015C	YML098W	YMR005W	YMR227C	YMR236W	YPL011C	
YCL011C	YDR138W	YHR167W	YIL038C	YIL041W	YJR032W	YML062C	YNL004W	YNL253W	YOR191W	YPL161C	
YBR185C	YBR278W	YCL032W	YDL053C	YDL069C	YDR121W	YGL157W	YGL203C	YKL213C	YOR091W	YPR175W	
YBR127C	YDL185W	YDR289C	YEL051W	YGR020C	YJR033C	YJR069C	YLR090W	YML121W	YMR027W	YPR036W	
YBR127C	YDL185W	YDR289C	YGR020C	YJR069C	YLR090W	YML121W	YMR027W	YNL239W	YPL201C	YPR036W	
YER157W	YGL005C	YGL223C	YGR120C	YKL056C	YKL081W	YKL159C	YML071C	YNL041C	YNL051W	YPR105C	
YBL059W	YCR079W	YDL115C	YFL049W	YGL070C	YGR063C	YGR186W	YJL140W	YJL176C	YML114C	YPL129W	
YBR185C	YBR278W	YCL032W	YDL069C	YDR121W	YGL009C	YHR046C	YKL213C	YNL262W	YOR091W	YPR175W	
YCR009C	YDL190C	YDR081C	YEL037C	YER162C	YFR024C-A	YHR016C	YKL005C	YML011C	YPL096W	YPR062W	
YCR077C	YDR378C	YDR473C	YEL015W	YER112W	YGL173C	YGR054W	YJL124C	YJR022W	YKL023W	YNL147W	
YAL007C	YAR002C-A	YDR086C	YFR015C	YGL200C	YGR231C	YIR022W	YLR342W	YML012W	YML055W	YMR214W	
YBR127C	YDR202C	YDR289C	YDR328C	YEL051W	YJR033C	YJR069C	YML121W	YMR258C	YNL239W	YPR036W	
YCL011C	YHR167W	YIL038C	YIL041W	YJL065C	YJR032W	YML062C	YNL004W	YNL253W	YOR191W	YPL161C	
YAR015W	YBL037W	YDR211W	YER025W	YGL064C	YGL143C	YJR007W	YKR026C	YLR291C	YOR260W	YOR360C	
YCL011C	YDR138W	YHR167W	YIL041W	YJL065C	YJR032W	YML062C	YNL004W	YNL253W	YOR191W	YPL161C	
YCL011C	YDR138W	YHR167W	YJL006C	YJL065C	YJR032W	YML062C	YNL004W	YNL253W	YNR047W	YOR191W	
YAL011W	YBR231C	YDR334W	YDR485C	YJL081C	YKR072C	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	
YBL093C	YDL005C	YGL025C	YGL127C	YGL151W	YHR041C	YKR067W	YMR287C	YOR174W	YOR349W	YPR070W	
YEL043W	YFL054C	YHL032C	YIL020C	YJL095W	YJL110C	YJL129C	YKL048C	YKL142W	YLR179C	YPL004C	
YBL059W	YBL082C	YCR079W	YDL115C	YGL043W	YGL070C	YGR063C	YGR140W	YGR186W	YJL140W	YML010W	
YEL043W	YFL054C	YGL116W	YHL032C	YJL110C	YKL048C	YKL142W	YLR179C	YNL067W	YPL004C	YPL155C	
YBL059W	YBL082C	YCR079W	YDL115C	YGL043W	YGL070C	YGR063C	YGR140W	YJL140W	YML010W	YPL129W	
YDL040C	YDL122W	YDR303C	YGR054W	YHL007C	YHR013C	YLL008W	YMR049C	YMR108W	YOR253W	YOR272W	
YBL059W	YBL082C	YCR079W	YDL115C	YGL043W	YGL070C	YGR063C	YGR140W	YJL140W	YML114C	YPL129W	
YBR185C	YBR278W	YCL032W	YDL020C	YDL069C	YDR121W	YGL049C	YGL157W	YKL213C	YOR091W	YPR175W	
YAL011W	YBR231C	YDR334W	YDR485C	YGL252C	YKR072C	YLR085C	YLR385C	YML041C	YNL076W	YOL052C	
YEL030W	YER001W	YGR041W	YGR162W	YIL103W	YJL138C	YKL191W	YLR023C	YLR231C	YLR380W	YMR083W	
YBL059W	YBL082C	YCR079W	YDL140C	YDR289C	YDR463W	YGL043W	YGL070C	YGR186W	YJL168C	YPL129W	
YAL011W	YBR231C	YDR334W	YDR485C	YGR002C	YJL081C	YLR085C	YLR385C	YLR399C	YNL107W	YOL052C	
YAR003W	YBR175W	YBR258C	YDR469W	YHR029C	YHR119W	YIL095W	YJR094W-A	YKL018W	YLR015W	YLR246W	
YBL084C	YBR054W	YFR036W	YGL240W	YHR166C	YKL022C	YKR064W	YLR127C	YNL172W	YOR242C	YOR249C	
YBR185C	YBR278W	YCL032W	YDL020C	YDL069C	YDR121W	YGL049C	YHR046C	YNL262W	YOR091W	YPR175W	
YAL023C	YBR171W	YCR009C	YCR043C	YDL095W	YEL002C	YEL036C	YJL117W	YOR153W	YPL226W	YPR062W	
YAL011W	YBR231C	YDR334W	YDR485C	YKR072C	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YOL052C	
YAR003W	YBR175W	YBR258C	YDR469W	YHR029C	YHR119W	YIL095W	YJR094W-A	YLR015W	YLR246W	YPL138C	
YBL093C	YBR253W	YDR308C	YGL127C	YGL151W	YGR104C	YMR230W	YNL236W	YNR010W	YPL042C	YPR070W	
YAL013W	YDR207C	YGR255C	YGR263C	YIL084C	YMR263W	YNL330C	YOL004W	YPL059W	YPL139C	YPL181W	
YAR003W	YBR175W	YBR258C	YDR469W	YHR029C	YHR119W	YJR094W-A	YLL023C	YLR015W	YLR246W	YPL138C	
YAL023C	YBR171W	YCR009C	YCR043C	YDL022W	YDL095W	YEL036C	YJL117W	YOR153W	YPL226W	YPR062W	
YBL093C	YBR253W	YCR081W	YDR308C	YGL127C	YGL151W	YGR104C	YGR198W	YNL236W	YNR010W	YPR070W	
YBR026C	YDR165W	YFR053C	YGL253W	YIL038C	YIL148W	YKL080W	YKR001C	YLR231C	YNL084C	YNL111C	
YBL047C	YDR026C	YDR156W	YIR024C	YJL076W	YJL148W	YJL207C	YJR063W	YNL248C	YNR003C	YOL041C	
YBR215W	YJL115W	YJR140C	YLR407W	YMR172W	YNL030W	YNL031C	YNL079C	YNL206C	YOR038C	YOR061W	
YAR003W	YBR175W	YBR258C	YDR469W	YHR029C	YIL095W	YJR094W-A	YLL023C	YLR015W	YLR246W	YPL138C	
YBR188C	YDL030W	YDR416W	YER069W	YJR050W	YKL095W	YLL036C	YLR147C	YLR325C	YMR213W	YPR101W	
YBR139W	YDR006C	YDR234W	YDR457W	YER136W	YFL007W	YGR285C	YHR064C	YLR262C	YOL025W	YOL059W	
YCL031C	YCR072C	YEL060C	YFR009W	YGR090W	YGR251W	YJL098W	YJR031C	YKL078W	YNL176C	YNL186W	
YCR009C	YDL190C	YEL037C	YER095W	YER162C	YFR024C-A	YHR016C	YKL005C	YML011C	YPL096W	YPR062W	
YBL074C	YDR378C	YDR473C	YER112W	YER172C	YJR022W	YKL173W	YOR308C	YPR057W	YPR178W	YPR182W	
YBR081C	YCL010C	YDR145W	YDR176W	YDR448W	YGR252W	YMR223W	YMR236W	YOR023C	YPL047W	YPL254W	
YBR289W	YDL179W	YFL049W	YGR275W	YHL025W	YJL176C	YML114C	YMR033W	YNR023W	YPL016W	YPL129W	
YDR251W	YER086W	YER095W	YJL052W	YJL128C	YJR009C	YKR042W	YNL273W	YOR299W	YOR368W	YPL003W	
YBL002W	YBR060C	YCR087C-A	YEL056W	YER091C	YHR118C	YLL004W	YLR133W	YNL261W	YPL127C	YPR162C	
YBL074C	YBR152W	YDL051W	YDR473C	YER029C	YGR074W	YOR078W	YOR308C	YPR057W	YPR178W	YPR182W	
YBR289W	YDL179W	YFL049W	YGR275W	YHL025W	YJL176C	YMR033W	YNL307C	YNR023W	YOR290C	YPL016W	
YBL046W	YDR075W	YDR225W	YDR293C	YER033C	YGR063C	YIL153W	YJL098W	YKR028W	YML010W	YNL201C	
YBR081C	YCL010C	YDR167W	YDR392W	YDR448W	YGR252W	YLR055C	YMR223W	YOL148C	YPL047W	YPL254W	
YBL074C	YBR119W	YDR240C	YGR074W	YHR127W	YIL061C	YKL012W	YLR275W	YLR298C	YNL092W	YPR057W	
YBR081C	YCL010C	YDR167W	YDR448W	YGL066W	YGR252W	YLR055C	YMR223W	YOL148C	YPL047W	YPL254W	
YCL031C	YCR072C	YFR009W	YGR090W	YGR251W	YJL098W	YJR031C	YKL078W	YLR223C	YNL176C	YNL186W	
YAL021C	YBR229C	YDR092W	YDR221W	YDR252W	YGR134W	YHR193C	YJR011C	YMR140W	YPL037C	YPL268W	
YBL002W	YDL156W	YER091C	YER116C	YER120W	YIL076W	YJR045C	YLR133W	YLR455W	YNL088W	YOR064C	
YAL021C	YBR229C	YDR092W	YDR221W	YDR252W	YGL087C	YGR134W	YHR193C	YJR011C	YMR140W	YPL037C	
YBR173C	YDL203C	YEL061C	YER012W	YGL096W	YGR067C	YGR135W	YJL132W	YKL206C	YKR070W	YLR290C	
YBR188C	YCR063W	YDL043C	YDR482C	YGL174W	YGR129W	YJL203W	YLL036C	YLR117C	YPL151C	YPR134W	
YBL074C	YBR119W	YBR152W	YER029C	YGR074W	YLR298C	YNL092W	YOR159C	YOR308C	YPR057W	YPR182W	
YBL004W	YBL026W	YCR077C	YDL160C	YEL015W	YER112W	YER146W	YGL173C	YGR054W	YJL124C	YLR438C-A	
YBL004W	YBL026W	YCR077C	YDL160C	YEL015W	YJL124C	YKL173W	YLR438C-A	YMR268C	YNL147W	YPL160W	
YBR081C	YCL010C	YDR176W	YDR392W	YDR448W	YGL112C	YGR252W	YMR223W	YOL148C	YPL047W	YPL254W	
YBR140C	YDR192C	YDR498C	YGR255C	YJL056C	YKL037W	YLR102C	YLR148W	YML058W	YOR346W	YPR083W	
YBL004W	YBL026W	YCR077C	YEL015W	YGR074W	YJL124C	YKL173W	YLR438C-A	YMR268C	YNL147W	YPR057W	
YBR140C	YDR192C	YDR498C	YGR255C	YJL056C	YLR102C	YLR454W	YML058W	YNL291C	YPL115C	YPR083W	
YCL030C	YCR053W	YDL077C	YDR127W	YFR044C	YNL009W	YOL013C	YOR027W	YOR375C	YPL240C	YPR069C	
YBR081C	YCL010C	YCR082W	YDR392W	YDR448W	YLR055C	YMR223W	YMR236W	YPL047W	YPL222W	YPL254W	
YBR279W	YGL017W	YGL244W	YGR043C	YJR148W	YLR418C	YLR430W	YMR113W	YOL145C	YOR040W	YOR123C	
YCR003W	YDR237W	YDR322W	YDR405W	YDR462W	YLR312W-A	YLR439W	YNL005C	YNL252C	YNL284C	YOR249C	
YBL008W	YBR215W	YIL121W	YJL115W	YJR140C	YLR072W	YNL030W	YNL031C	YNL079C	YNL206C	YOR038C	
YAL011W	YDR334W	YER168C	YGL252C	YKR072C	YLR085C	YLR385C	YML041C	YNL076W	YNL107W	YOL052C	
YDR359C	YEL018W	YHR090C	YJR082C	YNL107W	YNL136W	YNL246W	YOR244W	YPL066W	YPR023C	YPR031W	
YBR139W	YBR188C	YDR074W	YDR416W	YDR482C	YGR129W	YJR050W	YLL036C	YLR117C	YLR132C	YPL151C	
YER157W	YGL005C	YGL223C	YHR155W	YKL056C	YKL081W	YKL159C	YML071C	YNL041C	YNL051W	YPR105C	
YBR279W	YGL244W	YGR071C	YLL063C	YLR410W	YML069W	YML107C	YOL145C	YOR040W	YOR123C	YPL084W	
YBL084C	YBR054W	YDR118W	YFR036W	YGL240W	YIR025W	YKL022C	YLR102C	YLR127C	YNL172W	YOR242C	
YBR139W	YCL014W	YDR006C	YDR234W	YDR457W	YFL007W	YGL066W	YGR285C	YHR064C	YOL025W	YOL059W	
YBL084C	YBR054W	YDR118W	YFR036W	YGL240W	YHR166C	YIR025W	YLR102C	YLR127C	YOR242C	YOR249C	
YBL084C	YBR054W	YDR118W	YER004W	YFR036W	YHR166C	YKR064W	YLR127C	YNL172W	YOR242C	YOR249C	
YBL084C	YBR054W	YDR118W	YER004W	YFR036W	YGL240W	YHR166C	YKR064W	YLR127C	YOR242C	YOR249C	
YBR185C	YBR278W	YCL032W	YDL020C	YDL069C	YDR121W	YGR126W	YKL213C	YNL262W	YOR091W	YPR175W	
YCL011C	YCR059C	YDR138W	YER164W	YHR167W	YJL065C	YML062C	YNL004W	YNL253W	YOR191W	YPL127C	
YCR002C	YCR009C	YDL190C	YEL037C	YER162C	YFR024C-A	YHR016C	YKL005C	YML011C	YPL096W	YPR062W	
YCR003W	YDR237W	YDR322W	YDR405W	YDR462W	YLR439W	YMR024W	YNL005C	YNL252C	YNL284C	YPL173W	
YCL011C	YCR059C	YDL084W	YDR138W	YHR167W	YJR032W	YML062C	YNL004W	YNL253W	YOR191W	YPL127C	
YBR185C	YBR278W	YDL053C	YDL069C	YDR121W	YGL009C	YGL049C	YGL203C	YKL213C	YOR091W	YPR175W	
YCL011C	YDR138W	YIL038C	YIL041W	YJL065C	YJR032W	YML062C	YNL004W	YNL253W	YOR191W	YPL161C	
YCL011C	YDR138W	YIL038C	YIL041W	YJL065C	YJR032W	YML062C	YNL004W	YOR191W	YPL127C	YPL161C	
YBR139W	YCL014W	YDR103W	YDR165W	YEL023C	YFR053C	YGL253W	YHL002W	YHR064C	YKL216W	YOR368W	
YDR235W	YER172C	YGR013W	YHR086W	YHR127W	YJL035C	YKL012W	YLR275W	YNL024C	YOR305W	YPR057W	
YCR077C	YDR153C	YEL015W	YGL173C	YGR054W	YHL034C	YJL124C	YKL023W	YLR398C	YNL118C	YPR189W	
YCR077C	YDR153C	YEL015W	YGL173C	YGR054W	YHL034C	YJL124C	YKL023W	YLR398C	YLR438C-A	YPR189W	
YDL077C	YDR127W	YER091C	YFR044C	YGR240C	YHR179W	YJL080C	YLR153C	YOL013C	YOR375C	YPR069C	
YDR239C	YER001W	YGL049C	YGR041W	YGR162W	YIL103W	YJL138C	YKL048C	YLR023C	YMR083W	YNL250W	
YBR119W	YDR240C	YGR074W	YHR127W	YKL012W	YLR275W	YLR298C	YMR125W	YNL024C	YOR305W	YPR057W	
YAL016W	YDL134C	YDL188C	YER032W	YGL190C	YGL251C	YGR161C	YOR014W	YOR162C	YOR386W	YPL152W	
YBR119W	YDR235W	YDR240C	YFL017W-A	YHR086W	YLR147C	YLR325C	YML046W	YOR097C	YOR159C	YPR101W	
YBR001C	YBR127C	YDL185W	YEL051W	YJR033C	YJR069C	YLR090W	YML121W	YNL239W	YPL201C	YPR036W	
YBR001C	YBR127C	YDL185W	YEL051W	YGR020C	YJR033C	YJR069C	YLR090W	YML121W	YMR027W	YPR036W	
YBR001C	YBR127C	YDL185W	YDR289C	YEL051W	YGR020C	YJR069C	YLR090W	YML121W	YNL239W	YPL201C	
YBR185C	YBR278W	YCL032W	YDL020C	YDL069C	YDR121W	YGL009C	YGL049C	YGL157W	YOR091W	YPR175W	
YDR473C	YER172C	YJR022W	YKL173W	YLR275W	YNL024C	YNL147W	YOR305W	YOR308C	YPR057W	YPR182W	
YCR035C	YER166W	YGL120C	YGL128C	YIL079C	YJL050W	YMR137C	YNL224C	YOL115W	YOL120C	YOR212W	
YBL106C	YEL044W	YER092W	YFL013C	YLR052W	YLR072W	YNL059C	YNL215W	YOR141C	YOR189W	YPL048W	
YDL179W	YDR301W	YFL049W	YGR275W	YJL176C	YMR033W	YNL307C	YNR023W	YOR290C	YPL016W	YPL129W	
YBR119W	YDR240C	YGR074W	YHR127W	YIL061C	YKL012W	YLR275W	YLR298C	YNL024C	YOR305W	YPR057W	
YBR185C	YBR278W	YCL032W	YDL020C	YDL069C	YDR121W	YGL009C	YGL049C	YMR224C	YOR091W	YPR175W	
YBL046W	YDR075W	YDR173C	YDR225W	YDR293C	YER033C	YGR063C	YIL153W	YJL098W	YML010W	YNL201C	
YCR059C	YDL084W	YDR138W	YHR167W	YJR032W	YML062C	YNL004W	YNL253W	YNR047W	YOR191W	YPL127C	
YBR119W	YDR473C	YER029C	YFL017W-A	YGR278W	YHR165C	YKL173W	YLR014C	YNL092W	YOR159C	YOR308C	
YCR063W	YDL043C	YDR482C	YGL174W	YGR129W	YJL203W	YLR011W	YML049C	YOR319W	YPL151C	YPR134W	
YBL106C	YDL002C	YER092W	YFL013C	YLR052W	YLR072W	YNL059C	YNL215W	YOR141C	YOR189W	YPL048W	
YBR119W	YER029C	YJL164C	YJR022W	YLR275W	YNL092W	YOR305W	YOR308C	YPR057W	YPR178W	YPR182W	
YAL024C	YAR007C	YDR300C	YFL014W	YHR164C	YHR204W	YJL173C	YLR072W	YNL031C	YNL079C	YNL312W	
YBL106C	YDL002C	YEL044W	YFL013C	YJL081C	YLR052W	YLR072W	YNL215W	YOR141C	YOR189W	YPL129W	
YBL046W	YDR075W	YDR173C	YDR225W	YDR293C	YER033C	YIL153W	YJL098W	YKR028W	YML010W	YNL201C	
YBL106C	YDL002C	YEL044W	YFL013C	YJL081C	YLR052W	YLR072W	YNL059C	YNL215W	YOR141C	YPL048W	
YBL106C	YDL002C	YEL044W	YER092W	YFL013C	YLR052W	YLR072W	YNL215W	YOR141C	YOR189W	YPL048W	
YBL106C	YDL002C	YEL044W	YER092W	YFL013C	YLR052W	YLR072W	YNL059C	YNL215W	YOR141C	YPL048W	
YBL106C	YDL002C	YEL044W	YER092W	YFL013C	YJL081C	YLR052W	YLR072W	YOR141C	YOR189W	YPL129W	
YBL059W	YBL082C	YCR079W	YDL115C	YDL140C	YDR463W	YGL043W	YGL070C	YOL005C	YOR151C	YPR133C	
YAL011W	YBR231C	YDR227W	YDR334W	YDR485C	YLR085C	YLR385C	YLR399C	YML041C	YNL107W	YOL052C	
YDL078C	YDL144C	YDL150W	YDR026C	YJL011C	YKL092C	YKL144C	YKL179C	YKR025W	YNL113W	YNL151C	
YAL011W	YBR231C	YDR227W	YDR334W	YDR485C	YKR072C	YLR085C	YLR187W	YLR385C	YML041C	YOL052C	
YDL145C	YDR047W	YER120W	YGL137W	YGR233C	YIL076W	YJR045C	YLR260W	YNL255C	YPL010W	YPL219W	
YBR081C	YDR145W	YDR448W	YGL066W	YGR130C	YLR055C	YMR223W	YOL148C	YPL011C	YPL047W	YPL254W	
YBR081C	YDR145W	YDR176W	YGL066W	YGR130C	YGR252W	YMR223W	YOL148C	YPL011C	YPL047W	YPL254W	
YBR026C	YBR280C	YDL132W	YDR054C	YFL029C	YIL046W	YJR090C	YKR009C	YOL063C	YPR138C	YPR164W	
YBR081C	YDR145W	YDR176W	YGL066W	YGR130C	YGR252W	YLR055C	YMR223W	YOL148C	YPL011C	YPL047W	
YAL011W	YBR231C	YDR227W	YDR334W	YDR485C	YKR072C	YLR385C	YLR399C	YML041C	YNL107W	YOL052C	
YBR081C	YDR145W	YDR176W	YDR392W	YGR252W	YLR055C	YMR223W	YOL148C	YOR023C	YPL047W	YPR008W	
YDR359C	YEL018W	YHR090C	YJL081C	YJL123C	YJR082C	YNL107W	YNL136W	YOR244W	YPL066W	YPR023C	
YBR069C	YDR006C	YDR165W	YDR234W	YFR053C	YGL253W	YGR285C	YHR064C	YLR262C	YLR336C	YOR081C	
