YAL040C	YCL030C	YDL029W	YDL047W	YDR018C	YER155C	YER167W	YFR040W	YJL098W	YKL092C	YKR028W	YKR042W	YKR072C	YLL024C	YOR188W	
YAL040C	YBR234C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YHL027W	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YPL234C	
YBL084C	YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YKL022C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	YNL172W	
YBL084C	YDL008W	YDR118W	YDR260C	YER179W	YFR036W	YGL240W	YHR166C	YIR025W	YLR102C	YLR127C	YLR451W	YOR249C	
YGR082W	YGR193C	YLR157C	YLR199C	YMR060C	YMR203W	YMR263W	YNL018C	YNL070W	YNL121C	YNL131W	YNL330C	YPR133W-A	
YBR130C	YCR002C	YDL225W	YDR507C	YHR107C	YJR076C	YLL021W	YLR314C	YNL233W	YNL293W	YOL112W	YOR084W	YPL066W	
YAL040C	YDL047W	YER155C	YER167W	YFR040W	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YMR028W	YOR188W	
YBL084C	YDL008W	YDR118W	YFR036W	YGL240W	YIR025W	YKL022C	YLL051C	YLR102C	YLR127C	YMR092C	YNL172W	
YBR130C	YCR002C	YDL225W	YDR507C	YER040W	YER118C	YHR107C	YJR076C	YLR096W	YLR314C	YNL139C	YOR084W	
YAL040C	YCL030C	YDL047W	YER155C	YFR040W	YGL229C	YJL098W	YKL092C	YKR028W	YKR072C	YLL024C	YOL145C	
YBR254C	YCL058C	YDL058W	YDR108W	YDR407C	YDR472W	YGL219C	YGR166W	YGR234W	YJR116W	YML077W	YOR115C	
YBL084C	YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR127C	YLR451W	YNL172W	YOR249C	
YBL025W	YBR254C	YDR108W	YDR407C	YGL219C	YGR166W	YGR234W	YJR116W	YMR218C	YOR115C	YOR312C	
YBL025W	YBR093C	YCL058C	YDR246W	YFL005W	YGL219C	YGR166W	YKR068C	YML077W	YNL287W	YOR115C	
YBL025W	YBR254C	YCL058C	YDR472W	YEL036C	YGR166W	YKL139W	YML077W	YMR218C	YOR115C	YOR197W	
YCR002C	YDL225W	YDR507C	YHR107C	YJR076C	YLL021W	YLR314C	YNL233W	YOR084W	YOR156C	YPL066W	
YBL084C	YDR118W	YER161C	YFR036W	YHR166C	YLL051C	YLR102C	YLR127C	YLR451W	YNL172W	YOR249C	
YDL008W	YDR118W	YDR260C	YFR036W	YGL240W	YIR025W	YLR102C	YLR127C	YMR092C	YNL172W	YOR249C	
YAL005C	YAL040C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YJL098W	YKR028W	YLL024C	YOR188W	
YBL084C	YDL008W	YDR118W	YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR102C	YLR451W	
YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	YOR249C	
YBL084C	YDR260C	YFR036W	YGL240W	YIR025W	YKL022C	YLL051C	YLR127C	YNL172W	YOR249C	
YBR270C	YGR058W	YHR077C	YIL105C	YJL162C	YLR433C	YML057W	YMR068W	YNL047C	YPL059W	
YBL084C	YDL008W	YDR118W	YER179W	YFR036W	YGL240W	YHR166C	YLR102C	YLR127C	YLR451W	
YFR036W	YGL240W	YHR118C	YHR166C	YKL022C	YLL051C	YLR102C	YLR127C	YLR451W	YMR092C	
YDL008W	YFR036W	YGL240W	YKL022C	YLL051C	YLR102C	YLR127C	YMR092C	YNL172W	YOR249C	
YBL084C	YDR118W	YFR036W	YGL240W	YHR118C	YKL022C	YLL051C	YLR102C	YLR127C	YNL172W	
YBR172C	YCR067C	YIL004C	YIL109C	YKL074C	YLR026C	YLR268W	YOR075W	YPL085W	YPR181C	
YDL235C	YDR497C	YGL158W	YIL147C	YJL128C	YLR006C	YLR113W	YNR031C	YOR208W	YPL180W	
YAL040C	YCL030C	YDL047W	YER155C	YFR040W	YJL098W	YKL092C	YKR072C	YLL024C	YMR028W	
YDR293C	YDR497C	YER067W	YGL158W	YHR186C	YJR066W	YLR113W	YNL006W	YOL078W	YPL180W	
YBL025W	YCL058C	YDR108W	YDR189W	YDR246W	YGL219C	YGR166W	YGR234W	YKR068C	YOR115C	
YAL040C	YCL030C	YDL047W	YER155C	YER167W	YFR040W	YJL098W	YKR028W	YKR072C	YOL145C	
YCR087C-A	YCR087W	YHL003C	YHR184W	YJR131W	YKL008C	YLR070C	YML064C	YMR298W	YNL107W	
YAL040C	YFL009W	YGR092W	YKL092C	YLL024C	YLR079W	YLR127C	YMR199W	YPL256C	YPR120C	
YBL084C	YDR118W	YDR260C	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YMR092C	YOR249C	
YAL021C	YAR007C	YBR173C	YDL042C	YDR227W	YJL076W	YJL173C	YLR442C	YML032C	YNL312W	
YBL025W	YCL058C	YDR108W	YDR407C	YDR472W	YGL219C	YGR166W	YGR234W	YML077W	YOR115C	
YAL043C	YBR205W	YDR390C	YJR093C	YKR002W	YLR115W	YMR061W	YMR182C	YNL317W	YPR107C	
YDL008W	YFR036W	YGL240W	YHR166C	YIR025W	YLL051C	YLR102C	YLR451W	YMR092C	YNL172W	
YBL016W	YDL159W	YDR480W	YEL048C	YGL178W	YGR040W	YHR084W	YIL136W	YPL049C	
YDL008W	YDR260C	YFR036W	YGL240W	YHR166C	YIR025W	YLL051C	YLR451W	YOR249C	
YAL014C	YAL030W	YBL050W	YBR080C	YDR468C	YGR009C	YJR063W	YLR093C	YPL232W	
YDL088C	YER026C	YJL057C	YML031W	YMR129W	YMR153W	YMR298W	YNL234W	YOR028C	
YBR047W	YDL235C	YER118C	YGL158W	YJL128C	YLR096W	YLR113W	YNL139C	YNR031C	
YDR100W	YDR425W	YGL161C	YGL198W	YGR172C	YGR177C	YHR105W	YMR215W	YPL095C	
YBR172C	YGL200C	YHR098C	YLR057W	YLR268W	YML012W	YNL049C	YPL218W	YPR181C	
YBR103W	YDR390C	YGL023C	YJR093C	YKR002W	YLR115W	YMR061W	YOL123W	YPR107C	
YDR006C	YER014C-A	YGR036C	YKL093W	YKL190W	YKL212W	YMR081C	YOR239W	YOR332W	
YBL025W	YCL058C	YDR108W	YDR246W	YDR407C	YGL219C	YGR166W	YGR234W	YIR040C	
YBR172C	YDL188C	YDR075W	YDR498C	YIL109C	YLR268W	YOR075W	YOR380W	YPR040W	
YDL088C	YFR002W	YGL172W	YGR120C	YJL039C	YJL057C	YMR153W	YNL234W	YOR353C	
YGL019W	YGR068C	YIL035C	YIL118W	YLR114C	YNL088W	YOR010C	YOR039W	YOR061W	
YCR002C	YDL225W	YDR085C	YDR507C	YHR107C	YLL021W	YLR314C	YNL233W	YPL066W	
YBR193C	YDL005C	YDL154W	YGL025C	YIL021W	YNR010W	YOL005C	YOL135C	YOR174W	
YDL029W	YDR018C	YDR063W	YIL062C	YJR065C	YKL013C	YKR042W	YLR370C	YNR035C	
YAL023C	YDL095W	YER014C-A	YJR143C	YKL080W	YKL190W	YMR211W	YOR002W	YOR321W	
YAL023C	YDL095W	YER014C-A	YGR036C	YJR143C	YKL190W	YKL212W	YOR321W	YOR332W	
YDL088C	YFR002W	YJL039C	YJL057C	YML031W	YML103C	YMR129W	YMR153W	YNL234W	
YBR050C	YCL046W	YDR028C	YDR477W	YER027C	YER040W	YGL115W	YGL208W	YML110C	
YBL068W	YDR285W	YER099C	YGR135W	YHL011C	YKL181W	YNL036W	YOL061W	YOL069W	
YAL043C	YDR301W	YDR392W	YJR093C	YKR002W	YMR182C	YNL317W	YOR194C	YPR107C	
YBL025W	YDR108W	YDR246W	YDR407C	YGL219C	YGR166W	YGR234W	YMR218C	YOR115C	
YBL084C	YDR118W	YFR036W	YGL240W	YHR166C	YLL051C	YLR102C	YLR451W	YNL172W	
YAL001C	YBR172C	YDR498C	YER148W	YGL241W	YGR246C	YKL074C	YLR268W	YOR075W	
YAL035W	YDL220C	YDR227W	YMR106C	YMR284W	
YBR154C	YCL007C	YDR366C	YDR445C	YER071C	
YBR047W	YDL235C	YIL147C	YJL128C	YNR031C	
YAR031W	YBR217W	YLL042C	YLR390W-A	YPL149W	
YCR007C	YDL081C	YGR209C	YPL005W	YPL020C	
YDR416W	YGR129W	YKL095W	YMR213W	YNL229C	
YBR006W	YCR087C-A	YKL023W	YKR092C	YOR060C	
YDL044C	YER144C	YGR056W	YGR240C	YOR100C	
YCR038C	YDR532C	YHR079C	YKL073W	YKL194C	
YFR004W	YHR102W	YIR011C	YKL189W	YOR261C	
YBL001C	YER067W	YGR284C	YMR060C	YPL068C	
YER086W	YGR161C-C	YHL004W	YKL057C	YOR383C	
YCR014C	YDL203C	YGR058W	YJL110C	YNL021W	
YBR059C	YER144C	YGR199W	YML014W	YOR034C	
YDR026C	YGR280C	YKR092C	YMR102C	YOR060C	
YDR293C	YER067W	YHR186C	YJR066W	YPL180W	
YDR070C	YDR459C	YER102W	YFL017C	YOL059W	
YGL023C	YGL178W	YGL236C	YMR023C	YPL179W	
YDL101C	YGL094C	YGR180C	YHR135C	YKL025C	
YKR070W	YNL246W	YOL156W	YOR037W	YOR299W	
YDR383C	YLR417W	YMR077C	YOR159C	YPL002C	
YDR059C	YER100W	YJR077C	YMR022W	YPL229W	
YDL214C	YEL013W	YHR195W	YLL059C	YML011C	
YBR061C	YDR461W	YGR219W	YHR059W	YLR384C	
YAL038W	YLR175W	YNL307C	YOR226C	YOR347C	
YDR383C	YGR269W	YLR172C	YOL104C	YOR159C	
YDL071C	YGR269W	YLR172C	YNL155W	YOR159C	
YGR061C	YIL054W	YLR326W	YLR386W	YPL151C	
YCR093W	YDR376W	YER068W	YIL038C	YPR072W	
YDR468C	YHL031C	YKL179C	YKL196C	YLR026C	
YDL140C	YJR017C	YKL005C	YML010W	YOR224C	
YDR115W	YGR086C	YKL142W	YMR210W	YMR243C	
YBL104C	YGL147C	YJL062W	YNL054W	YPL080C	
YFL055W	YIL153W	YJL139C	YOL044W	YOR076C	
YGL016W	YGR274C	YKL058W	YLR335W	YOR020C	
YNL032W	YNL056W	YNL093W	YNL099C	YNL180C	
YJR102C	YLR417W	YML101C	YMR077C	YPL002C	
YBR119W	YEL048C	YIL136W	YNL227C	YNL277W	
YDL143W	YDR212W	YJL014W	YLR030W	YNL326C	
YBL046W	YFL056C	YLL036C	YNL201C	YPR101W	
YBR281C	YDL137W	YDL192W	YNL191W	YNL287W	
YJL058C	YKL203C	YNL006W	YOL078W	YPL268W	
YCL063W	YDL081C	YER150W	YGR209C	YPL005W	
YCR036W	YEL064C	YGL153W	YIR034C	YOR242C	
YHR190W	YJL057C	YML103C	YMR129W	YMR153W	
YDL180W	YDL186W	YER188W	YGR018C	YLR452C	
YBL040C	YCR067C	YCR106W	YNL171C	YPL085W	
YMR309C	YNL047C	YNL244C	YOR361C	YPR041W	
YBR202W	YEL032W	YHR118C	YKL022C	YLR274W	
YER144C	YHR105W	YOR034C	YOR171C	YOR185C	
YDR279W	YHL027W	YIL131C	YLR154C	YNL042W	
YBR275C	YDR006C	YDR227W	YLR442C	YNL216W	
YGL043W	YJR132W	YLR363C	YMR080C	YOR177C	
YDR390C	YGR048W	YIL098C	YPL222W	YPR180W	
YCL007C	YDR366C	YER071C	YOR171C	YOR185C	
YDL071C	YDR183W	YGR269W	YNL155W	YOR364W	
YAL036C	YDL054C	YDR152W	YGR173W	YMR319C	
YDR425W	YJR110W	YLR159W	YOR342C	YPL280W	
YDL070W	YGL063W	YHR181W	YLR399C	YMR282C	
YAL036C	YDL065C	YDR292C	YMR155W	YMR163C	
YGL166W	YKR011C	YLL028W	YLR457C	YML006C	
YCR092C	YDR097C	YNL082W	YOL090W	YOR033C	
YHR179W	YJL090C	YJR068W	YKL108W	YNL262W	
YBR027C	YDL011C	YEL023C	YMR255W	YOR046C	
YFL030W	YGR163W	YKR007W	YLR377C	YML121W	
YDL110C	YDR315C	YKL015W	YNL320W	YOR078W	
YBR175W	YDR142C	YHR160C	YHR177W	YIL160C	
YFR004W	YHR102W	YJL019W	YOL104C	YOR257W	
YBR170C	YBR171W	YCL057W	YDL126C	YOR254C	
YDR349C	YLR099C	YOL016C	YOL111C	YOR007C	
YHR014W	YHR185C	YIL007C	YMR200W	YPL204W	
YAL016W	YDR200C	YKR055W	YLR238W	YNL127W	
YDL070W	YNL191W	YNL266W	YOL131W	YPL249C	
YDR100W	YGL161C	YHR105W	YIL004C	YPL095C	
YAL030W	YBL050W	YLR093C	YLR396C	YOR106W	
YBL093C	YBR112C	YCR084C	YDR443C	YOR140W	
YBR073W	YER179W	YFL052W	YJL125C	YLR134W	
YDR078C	YHL006C	YIL152W	YLR376C	YNL021W	
YDL110C	YEL063C	YGR057C	YKL015W	YOR078W	
YBR036C	YBR265W	YDR208W	YDR270W	YNL259C	
YDL135C	YDL240W	YKR055W	YNL176C	YPR165W	
YBL043W	YBL100W-A	YDR099W	YJL162C	YNL042W	
YDL108W	YDL140C	YFL029C	YGL134W	YKL005C	
YCL046W	YER027C	YGL115W	YJL114W	YPL208W	
YBR119W	YHR015W	YLR449W	YNL277W	YPL169C	
YDL006W	YDL235C	YIL053W	YIL147C	YOR208W	
YDL229W	YKR084C	YLR456W	YNL209W	YPR172W	
YBR044C	YDL120W	YKL148C	YLL041C	YPR004C	
YBR059C	YGR199W	YML014W	YML099C	YMR144W	
YDL088C	YER026C	YML103C	YMR129W	YMR153W	
YDR006C	YDR464W	YLR442C	YNL216W	YPL075W	
YBR009C	YBR010W	YDR014W	YDR332W	YMR074C	
YDR363W-A	YIL068C	YOR122C	YPL179W	YPR055W	
YBL053W	YEL069C	YGL249W	YLR238W	YPR110C	
YDR482C	YGL049C	YGR162W	YOL139C	YOR276W	
YEL037C	YKL145W	YLR441C	YOR119C	YOR157C	
YDL188C	YDR075W	YJL179W	YOR380W	YPR040W	
YDR007W	YEL064C	YFL026W	YGR141W	YOR242C	
YBL106C	YDL161W	YHR161C	YLR206W	YOR111W	
YGR227W	YJL026W	YOR067C	YOR085W	YPL227C	
YDR444W	YDR484W	YGR083C	YLR291C	YOR380W	
YHR005C	YJL080C	YKL197C	YLR286C	YNL329C	
YBR058C	YDR070C	YFL017C	YOL059W	YOL113W	
YDR104C	YFR046C	YLR419W	YMR117C	YPR145W	
YCL007C	YDR366C	YER071C	YGR054W	YOR176W	
YDL208W	YGL171W	YHR072W-A	YHR089C	YNL124W	
YDR383C	YJL019W	YOL104C	YOR159C	YPL002C	
YDR026C	YDR277C	YGL252C	YKR092C	YOR060C	
YDL195W	YGR057C	YGR191W	YIL109C	YLR283W	
YDR350C	YDR356W	YHR172W	YKL042W	YNL126W	
YIL047C	YKL197C	YLR286C	YNL329C	YOR212W	
YIL026C	YJL074C	YJL113W	YJL114W	YMR065W	
YDR469W	YEL005C	YGL079W	YGR107W	YJL061W	
YCL019W	YCL020W	YDR261W-A	YDR261W-B	YFL002W-B	
YDR200C	YFR008W	YLR238W	YMR029C	YNL127W	
YBR246W	YDR520C	YJL110C	YKR034W	YLR376C	
YBL056W	YLR259C	YLR335W	YNL173C	YOR020C	
YDL130W	YDR367W	YDR382W	YDR399W	YLR287C	
YMR146C	YMR309C	YOR361C	YPL105C	YPR041W	
YDR384C	YGR142W	YMR009W	YOR232W	YPL222W	
YER014C-A	YHR060W	YKL119C	YKL190W	YOR270C	
YFL026W	YIL047C	YJR086W	YLR286C	YOR212W	
YBL040C	YBR172C	YCR067C	YDL195W	YPL085W	
YGL180W	YGR253C	YJL006C	YML112W	YPR185W	
YAR007C	YGR063C	YLR135W	YML095C	YPL022W	
YFL016C	YHR102W	YKL189W	YLR365W	YOR257W	
YGL180W	YJL006C	YKL139W	YML112W	YOR323C	
YER105C	YFR002W	YJL061W	YML103C	YMR129W	
YBR250W	YFL020C	YLR054C	YML038C	YNL012W	
YDR027C	YDR259C	YDR484W	YGR066C	YJL029C	
YAR033W	YGL051W	YKL174C	YLR345W	YPL036W	
YAR008W	YLR105C	YMR059W	YNR058W	YPL083C	
YGL206C	YGR167W	YGR241C	YLR170C	YPR029C	
YDR244W	YLR049C	YLR191W	YML035C	YNL214W	
YDR218C	YGL106W	YGR059W	YHR023W	YMR065W	
YDR172W	YGL177W	YJL054W	YLL006W	YOR297C	
YBR162W-A	YIL027C	YJR025C	YML108W	
YIR017C	YLR115W	YLR277C	YLR437C	
YLR059C	YLR355C	YMR302C	YPR024W	
YCL059C	YER161C	YGL201C	YIL150C	
YEL037C	YER012W	YLR441C	YOR157C	
YCR039C	YCR040W	YCR084C	YMR043W	
YBL014C	YJL025W	YKL137W	YML043C	
YDR179C	YJR015W	YKR060W	YMR025W	
YER099C	YHL011C	YJR099W	YKL181W	
YHR179W	YJL090C	YNL262W	YPR175W	
YDR006C	YKL093W	YKL212W	YMR081C	
YAL001C	YGR246C	YNL039W	YPL061W	
YDL110C	YLR008C	YLR125W	YMR030W	
YGR174C	YHR195W	YNL299W	YOL115W	
YBR165W	YDR054C	YDR139C	YJR090C	
YDL081C	YGR209C	YOR229W	YPL005W	
YFL010C	YOL106W	YPL059W	YPR054W	
YCR087C-A	YGL090W	YLR265C	YOR005C	
YBL052C	YFL021W	YHR056C	YNL258C	
YBR123C	YGR047C	YGR246C	YLR257W	
YCR073W-A	YGL105W	YKL205W	YNR034W	
YCR087C-A	YGL090W	YHR174W	YLR265C	
YBR162C	YBR192W	YNL217W	YOL028C	
YER064C	YJL075C	YLR131C	YNL157W	
YHR174W	YIL091C	YLR265C	YPR053C	
YGR263C	YLR440C	YNL066W	YOR180C	
YBR281C	YNL191W	YNL287W	YPL010W	
YDL065C	YDR329C	YGR242W	YMR155W	
YBR119W	YKL028W	YNL227C	YNL277W	
YBR196C	YDL215C	YLR432W	YPR048W	
YDR084C	YDR441C	YEL054C	YER011W	
YCL063W	YER150W	YJL043W	YPL005W	
YBR038W	YHL036W	YPR106W	YPR163C	
YBR039W	YLR059C	YMR302C	YPR024W	
YBR068C	YDR385W	YKR050W	YOR133W	
YDR006C	YKL093W	YMR081C	YOR239W	
YCR087C-A	YHR174W	YLR265C	YNL044W	
YGL019W	YIL035C	YJR131W	YOR039W	
YDL207W	YEL024W	YER107C	YHL008C	
YBL014C	YHL004W	YJL025W	YML043C	
YBL051C	YIL151C	YKR096W	YLR121C	
YGR269W	YLR172C	YOL042W	YOR159C	
YDR434W	YLL024C	YLR459W	YNL301C	
YDR478W	YGL214W	YLR435W	YNL221C	
YDR098C	YGL071W	YGL220W	YIR018W	
YBR064W	YBR239C	YMR144W	YOR317W	
YDL137W	YDL192W	YDR182W	YGL137W	
YDL156W	YFR052W	YIL075C	YLR421C	
YAL064W	YGL022W	YMR149W	YOR279C	
YBL089W	YIL085C	YLR325C	YOR082C	
YBR193C	YDL005C	YGL025C	YOL135C	
YFR003C	YIL064W	YOR147W	YPR050C	
YGR032W	YHR079C	YJL034W	YKL073W	
YBL006C	YDR489W	YFR043C	YPR029C	
YBR059C	YML014W	YML099C	YMR042W	
YDL014W	YIL038C	YPL043W	YPR072W	
YDL216C	YDR179C	YER137C	YMR025W	
YBR203W	YKL006C-A	YKL196C	YMR197C	
YGR163W	YKR007W	YML121W	YOL144W	
YDR490C	YHR207C	YLR466W	YOL100W	
YBR097W	YLR240W	YLR360W	YPL120W	
YBR068C	YJL129C	YKL106W	YKR050W	
YDL164C	YFL009W	YGL207W	YML069W	
YBL078C	YHR171W	YNL212W	YNR007C	
YDR088C	YDR364C	YGR006W	YKR086W	
YGL200C	YML012W	YNL049C	YPR181C	
YAL043C	YAR061W	YLR115W	YMR182C	
YDR006C	YKL093W	YMR081C	YOR178C	
YAL001C	YDR362C	YGR246C	YMR226C	
YBR057C	YCL055W	YGL036W	YMR147W	
YGR178C	YHR121W	YJL035C	YLR136C	
YGR142W	YNL141W	YOR232W	YPL222W	
YGL107C	YGR142W	YJR070C	YNL141W	
YDR252W	YHR193C	YML062C	YNL097C	
YFL036W	YGL226C-A	YGR227W	YOL009C	
YBL051C	YDR140W	YIL151C	YNR046W	
YDR498C	YGL145W	YMR020W	YOR075W	
YDR351W	YLR157C	YNL070W	YPR133W-A	
YBL051C	YDR140W	YIL151C	YKR096W	
YDL212W	YDR460W	YDR508C	YPR025C	
YDL106C	YFR034C	YKR099W	YOL001W	
YCL019W	YDR252W	YJR055W	YOL030W	
YDL084W	YER063W	YKL056C	YPR057W	
YFL030W	YGR163W	YIL077C	YKR007W	
YDR200C	YLR238W	YMR029C	YMR052W	
YBL068W	YER163C	YOL061W	YPL196W	
YCR014C	YJL110C	YNL021W	YOL085C	
YDR364C	YGR006W	YKR086W	YLR117C	
YER126C	YHR019C	YHR204W	YOR312C	
YER064C	YJL041W	YNL157W	YPL212C	
YHR005C	YJL080C	YLR286C	YOR212W	
YDR212W	YKL224C	YLR030W	YNL326C	
YDR415C	YGR140W	YJR089W	YOR305W	
YIL097W	YJL008C	YOR117W	YOR259C	
YDR532C	YHR079C	YJL034W	YKL073W	
YGL226C-A	YGR227W	YOR002W	YOR067C	
YJL064W	YJL065C	YJL143W	YNR029C	
YDR026C	YDR110W	YKR092C	YLR095C	
YBL043W	YBL100W-A	YDR017C	YDR099W	
YDR200C	YEL069C	YLR238W	YPR110C	
YMR068W	YNL006W	YOL078W	YPL180W	
YBL093C	YGL100W	YOR014W	YOR140W	
YBR047W	YJL128C	YLR006C	YNR031C	
YIL072W	YLR064W	YLR263W	YOR351C	
YJR005W	YJR119C	YKL072W	YLR014C	
YBL092W	YDR026C	YDR398W	YMR093W	
YDL070W	YFL018C	YGL063W	YGL075C	
YDL012C	YDR151C	YHR032W	YIL172C	
YDL220C	YDR082W	YMR106C	YPL153C	
YAR014C	YDR195W	YER054C	YOL154W	
YDR179C	YHR187W	YJR015W	YKR060W	
YDR026C	YDR110W	YFR013W	YLR095C	
YCR087C-A	YDR277C	YKR092C	YOR060C	
YDL089W	YLR324W	YMR316C-B	YPR028W	
YBR083W	YBR223C	YDR510W	YKL043W	
YDR373W	YJL015C	YNL037C	YOR136W	
YHR050W	YIL152W	YKR089C	YOR057W	
YBR091C	YDR134C	YEL020W-A	YOR334W	
YBL008W	YGR063C	YML095C	YPL022W	
YHR185C	YIL007C	YIL097W	YOR117W	
YJL064W	YJL143W	YJR045C	YNR029C	
YCL009C	YDR428C	YER094C	YOR157C	
YDR326C	YER007C-A	YIL105C	YPL059W	
YHR015W	YJR042W	YNL277W	YPL169C	
YDL081C	YGR209C	YJL067W	YPL020C	
YCR098C	YJL008C	YJL184W	YOR117W	
YHR014W	YHR185C	YIL007C	YOR117W	
YBR141C	YER059W	YGL091C	YJL084C	
Q0275	YER154W	YNR003C	YPR190C	
YGL226C-A	YIL097W	YOR103C	YPL227C	
YHL018W	YLR266C	YML121W	YNL113W	
YBR034C	YGR165W	YLR035C	YPL265W	
YBR055C	YKR074W	YLR211C	YLR446W	
YDL207W	YEL024W	YIL115C	YJR132W	
YDL104C	YGR292W	YLR054C	YLR257W	
YEL037C	YGL048C	YLR441C	YOR119C	
YGL238W	YIL063C	YJR074W	YLR293C	
YER129W	YIL144W	YLR420W	YPL260W	
YDL140C	YGL130W	YKL005C	YPL228W	
YHL019C	YKL135C	YOL108C	YPL259C	
YDR221W	YHR156C	YMR151W	YMR235C	
YIL097W	YJL026W	YOR103C	YPL227C	
YGL105W	YGL245W	YGR264C	YKL098W	
YDR326C	YIL105C	YMR068W	YNL047C	
YHR195W	YNL039W	YOL115W	YPL061W	
YER099C	YHL011C	YKL181W	YOL061W	
YHR098C	YJR048W	YNL049C	YPR181C	
YDL108W	YDL140C	YJR017C	YKL005C	
YBR020W	YDR009W	YML051W	YPL248C	
YER105C	YML103C	YML107C	YMR129W	
YER002W	YHR066W	YKL082C	YLR353W	
YEL064C	YEL070W	YNR058W	YOR242C	
YBR019C	YHL019C	YKL135C	YOL150C	
YBR154C	YOR116C	YOR224C	YOR341W	
YBL043W	YDR099W	YIL131C	YNL042W	
YJL096W	YKL191W	YNL018C	YOL075C	
YHL042W	YJL185C	YMR204C	YOR127W	
YDL084W	YER063W	YER140W	YKL056C	
YER037W	YER052C	YIR018W	YKR079C	
YBR146W	YIL070C	YML054C	YNR017W	
YHR068W	YKL135C	YPL259C	YPR029C	
YBL100C	YDR374C	YDR504C	YJL070C	
YJR105W	YKL143W	YLR301W	YNL178W	
YDR520C	YKR034W	YLR376C	YNL021W	
YBL002W	YCR040W	YDR224C	YMR043W	
YBR296C	YHR188C	YJR015W	YLR137W	
YGR056W	YHR209W	YOR100C	YOR319W	
YBR239C	YMR144W	YOR317W	YPL133C	
YGR240C	YMR205C	YMR223W	YOR100C	
YKR021W	YOL014W	YOL039W	YOR244W	
YHR156C	YJR010W	YMR151W	YMR235C	
YEL063C	YGR057C	YKL015W	YOR345C	
YHR098C	YJL199C	YJR048W	YLR198C	
YEL013W	YKL061W	YNL122C	YPR185W	
YER045C	YGR213C	YMR195W	YOR059C	
YGR065C	YHR098C	YJL199C	YJR048W	
YER038C	YLR143W	YML023C	YOL128C	
YDL137W	YDL192W	YGL137W	YGR130C	
YAL056W	YDL035C	YER020W	YPL268W	
YDR013W	YDR489W	YJL072C	YOL146W	
YBL100W-A	YFL010C	YJL162C	YPL059W	
YBR057C	YCL055W	YGL036W	YGL192W	
YGR024C	YIL082W	YKL090W	YPL110C	
YGL214W	YLR411W	YLR435W	YNL221C	
YGL240W	YIR025W	YLR127C	YOR249C	
YGL035C	YKL074C	YML046W	YPL025C	
YFL026W	YGR141W	YMR265C	YOR242C	
YFL016C	YHL045W	YJR045C	YKL189W	
YCR057C	YJL199C	YLR198C	YPL094C	
YGR236C	YNL308C	YOL156W	YOR299W	
YAL001C	YGR047C	YGR246C	YLR257W	
YFL010C	YLR275W	YOL106W	YPR182W	
YBL079W	YER105C	YML103C	YML107C	
YCR099C	YGR203W	YGR205W	YIL059C	
YJR042W	YLR377C	YNL277W	YPL169C	
YHR098C	YJR048W	YNL334C	YPR175W	
YER045C	YGR213C	YGR247W	YOR059C	
YDR394W	YGL074C	YGR232W	YOR259C	
YJR072C	YLR150W	YLR243W	YOR262W	
YGR065C	YHR098C	YJL199C	YLR198C	
YDL108W	YDL140C	YML010W	YOR210W	
YCL056C	YDL157C	YNL100W	YOR037W	
YDL054C	YDL160C	YER140W	YKL056C	
YBR013C	YDL104C	YGR292W	YLR054C	
YCL004W	YDR098C	YGL220W	YLR052W	
YBR218C	YER065C	YGL062W	YNL117W	
YDL144C	YDR088C	YGR006W	YGR232W	
YER002W	YHR066W	YHR088W	YOL077C	
YCR094W	YGL090W	YLR265C	YOR005C	
YDR098C	YGL071W	YGL220W	YLR052W	
YJL138C	YKR059W	YOR204W	YPR163C	
YBR123C	YHR117W	YML129C	YOR110W	
YAR061W	YGR115C	YJR086W	YMR182C	
YBL082C	YEL002C	YOR103C	YPL227C	
YBR114W	YER162C	YJR052W	YLR167W	
YBR052C	YCL032W	YDR032C	YPR076W	
YHR195W	YIL079C	YNL039W	YOL115W	
YBR119W	YLR223C	YNL227C	YOR247W	
YEL042W	YJL152W	YLR250W	YOR281C	
YDR363W-A	YER008C	YMR287C	YPL029W	
YHR005C-A	YLL013C	YMR056C	YOR297C	
YDR218C	YGR059W	YLR454W	YMR065W	
YGR013W	YGR214W	YIL009W	YKL012W	
YBR123C	YGL254W	YGR047C	YLR257W	
YER064C	YLR131C	YNL157W	YPL212C	
YFL016C	YJL143W	YJR045C	YKL189W	
YBR087W	YER173W	YJR068W	YOR217W	
YHR169W	YKL075C	YNL091W	YOR148C	
YBR250W	YEL009C	YHR145C	YNL012W	
YDL186W	YER188W	YJL167W	YLR452C	
YDR138W	YGL162W	YMR125W	YPL178W	
